,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
SAN BORJA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN MATIAS,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,3,4
SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,1,0,1,0,11,6,17
TARIJA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,2,11,4,1,1,0,1,1,1,14,9,23
TOMINA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
YAPACANI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ALCALA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
BELEN DE ANDAMARCA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COMARAPA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL ALTO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,14,2,2,5,0,0,0,0,1,0,17,7,24
EUCALIPTUS,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INCAHUASI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3
PADILLA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
POTOSI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,2,0,9,4,0,0,1,0,1,0,13,4,17
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUNA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
ROBORE,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACABA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,4
SAN IGNACIO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN LORENZO(PND),"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,1,0,0,10,9,19
SUCRE,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,1,0,0,1,16,1,17
UYUNI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
VILLA SERRANO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COMARAPA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CONCEPCION,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTOCA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,1,0,0,0,0,2,2,3,13,8,5,5,1,0,0,0,22,18,40
EUCALIPTUS,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,3
GUAYARAMERIN,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
LA PAZ,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,2,0,0,1,12,2,14
MONTERO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ORURO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
POTOSI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,19,5,8,3,1,0,0,0,29,9,38
PUERTO QUIJARRO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PUNA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,2,1,1,2,0,6,7,13
SACABA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1,0,0,0,0,9,3,12
SAN BORJA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN MATIAS,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,3,2,15,7,3,0,0,0,0,0,21,9,30
SUCRE,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,2,1,12,4,4,1,1,0,1,1,20,7,27
UYUNI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,4
VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
YAPACANI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3,4
APOLO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
COTOCA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,1,0,0,0,1,0,4,5,4,1,1,0,0,0,0,6,11,17
GUAYARAMERIN,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,1,3
LA PAZ,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,5,4,9
POTOSI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,2,1,8,3,11
PUERTO QUIJARRO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PUNA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
QUILLACOLLO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,1,1,0,0,5,7,12
SAN LUCAS,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,1,2,5,7
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,1,1,0,0,7,1,8
SUCRE,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,13,5,3,1,0,0,0,0,18,6,24
VIACHA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
ZUDAÑEZ,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
"CAIZA ""D""","violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,2,6,8
COCHABAMBA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
COTOCA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
CULPINA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,1,10,4,8,3,0,0,1,0,19,9,28
EUCALIPTUS,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,3
GUAYARAMERIN,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
LA PAZ,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,4,0,0,2,15,6,21
LLALLAGUA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PADILLA,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,"violencia, hechos de transito y accidentes",violencia fisica en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
