,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
MAIRANA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,4,0,4
ORURO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
PRESTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,3,2,5
SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,2,5,7
SHINAOTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
SOPACHUY,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,3
TARIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,5,0,30,18,9,2,2,2,1,0,47,22,69
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TUPIZA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA MONTES,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,4,0,4
CAMATAQUI (C. VILLA ABECIA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COBIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCAPATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,1,1,0,0,1,9,5,14
COLCAPIRHUA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COMARAPA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,0,5
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,2,0,4,4,8
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,5,3,8
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,1,0,0,0,1,0,0,0,14,4,6,2,1,0,0,0,23,6,29
ORURO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,2,1,0,1,7,0,1,0,2,0,0,2,12,14
PAILON,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POROMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,7,0,7
RAQAYPAMPA(ETA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
SACABA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,1,0,0,2,9,4,13
SUCRE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,5,3,5,0,0,1,0,1,11,5,16
TARIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,1,1,0,4,1,28,18,9,1,5,2,1,2,48,25,73
TIQUIPAYA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA MONTES,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,1,0,5,5,10
ACHACACHI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
AIQUILE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AUCAPATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
BETANZOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,1,5,6
CAMIRI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CARACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,3,2,5
CHAYANTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,10,2,12
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,1,0,2,1,8,4,0,0,0,0,0,0,11,5,16
ESCOMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
HUANUNI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,3,0,19,8,8,3,0,0,1,4,31,15,46
MIZQUE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
MONTERO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,3,2,5
ORURO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,1,2,0,0,0,0,1,5,0,1,0,0,2,0,4,8,12
POROMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,4,3,7
PUNA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,2,7,3,2,0,0,0,0,0,10,5,15
SHINAOTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SUCRE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
TARIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,1,0,4,3,24,5,1,2,0,0,1,0,31,10,41
TIQUIPAYA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTORA(CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
UNCIA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA MONTES,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,4,1,1,0,0,5,8,13
AIQUILE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
BETANZOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,5,6
CAMIRI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
CARACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
CHAYANTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,0,0,0,0,0,8,4,12
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
