municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
SUCRE,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,113,1,2,2,115,3,118
TARATA,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,1,0,0,0,1,0,1
TOLATA,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,0,0,1,0,1,0,1
TOLEDO,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,1,0,1,0,2,0,2
TORO TORO,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,2,0,0,0,2,0,2
TOTORA(ORR),desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,20,26,12,20,32,46,78
TRINIDAD,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,87,91,15,25,102,116,218
TURCO,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,0,1,1,0,1,1,2
VILLA TUNARI,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,1,0,0,0,1,0,1
YACUIBA,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,3,2,0,0,3,2,5
YUNCHARA,desnutricion global - cronica,global peso bajo (m + g)),2007-01-01,2,3,3,7,5,10,15
AIQUILE,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,2,1,2,1,4,5
ANDAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,1,0,0,1,1,2
ANZALDO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,2,2,5,6,7,13
ARBIETO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,2,0,4,1,6,1,7
ARQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,1,1,1,1,2,3
BELEN DE ANDAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,0,0,0,1,0,1
BETANZOS,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,1,0,2,1,3,4
CAMIRI,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,2,0,0,0,2,0,2
CARIPUYO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,8,2,4,7,12,9,21
CHALLAPATA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,1,2,0,3,1,4
CHAYANTA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,8,2,3,2,11,13
CHOQUE COTA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,0,0,1,1,1,2
COIPASA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,1,0,0,0,1,1
COLQUECHACA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,3,4,2,5,5,10
COLQUIRI,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,3,3,0,1,3,4,7
CORQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,2,2,2,3,4,5,9
CURAHUARA DE CARANGAS,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,0,0,0,1,0,1
EL CHORO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,2,0,2,4,4,8
ENTRE RIOS,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,0,2,0,2,0,2
EUCALIPTUS,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,2,1,0,0,2,1,3
HUANUNI,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,0,1,1,1,1,2
ICHOCA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,0,0,0,4,0,4
ICLA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,22,29,45,25,67,54,121
INQUISIVI,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,6,2,2,0,8,2,10
LLALLAGUA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,3,5,1,9,4,13
LORETO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,5,0,6,6,11,6,17
MACHACAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,3,1,2,2,5,7
MOROCHATA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,0,1,0,1,0,1
ORURO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,17,11,4,16,21,27,48
PASORAPA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,1,1,4,2,5,7
POCOATA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,0,0,0,1,0,1
POOPO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,3,2,2,4,5,6,11
PUERTO GONZALO MORENO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,3,10,2,5,5,15,20
RAVELO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,0,0,0,1,0,1
REYES,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,18,24,5,6,23,30,53
SABAYA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,0,4,1,5,1,6
SAN JAVIER(BNI),desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,3,2,3,6,6,12
SAN LORENZO(TJA),desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,6,5,2,4,8,9,17
SAN PEDRO(PND),desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,158,146,59,57,217,203,420
SANTA ROSA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,2,3,0,1,2,4,6
SORACACHI,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,2,0,0,4,2,6
SUCRE,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,1,2,2,2,3,5
TIRAQUE (CBBA),desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,2,0,0,1,2,3
TOLATA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,1,0,0,0,1,1
TOLEDO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,3,3,0,2,3,5,8
TORO TORO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,12,3,5,4,17,7,24
TOTORA(ORR),desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,2,1,2,3,4,4,8
TURCO,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,1,4,1,3,2,7,9
YACUIBA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,0,0,1,4,1,5
YOTALA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,0,8,28,34,28,42,70
YUNCHARA,desnutricion global - cronica,global peso bajo (m + g)),2007-02-01,4,1,6,8,10,9,19
AIQUILE,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,6,1,3,5,9,14
ANDAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,1,2,1,1,2,3,5
ANZALDO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,4,8,10,12,14,26
ARBIETO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,5,1,6,8,11,9,20
ARQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,2,0,3,0,5,5
BELEN DE ANDAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,1,0,0,0,1,0,1
BERMEJO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,1,0,0,2,1,2,3
BETANZOS,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,7,11,2,10,9,21,30
BUENA VISTA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,3,5,8,3,11,8,19
CARIPUYO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,19,18,5,8,24,26,50
CHALLAPATA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,9,12,4,11,13,23,36
CHAYANTA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,1,1,0,1,1,2
COLQUIRI,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,2,1,0,2,2,3,5
CORQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,9,8,5,12,14,26
COTOCA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,2,13,1,0,3,13,16
CURAHUARA DE CARANGAS,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,0,0,2,0,2,2
EL PUENTE(TJA),desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,0,1,0,1,0,1
EL VILLAR,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,8,0,0,0,8,0,8
ENTRE RIOS,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,2,3,0,4,2,7,9
INQUISIVI,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,7,2,5,4,12,6,18
LA GUARDIA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,1,6,1,5,2,11,13
LLALLAGUA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,6,5,3,3,9,8,17
MACHACAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,2,3,0,1,2,4,6
MOROCHATA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,1,2,0,0,1,2,3
ORURO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,20,13,5,10,25,23,48
PASORAPA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,1,0,0,0,1,1
POCOATA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,2,4,7,8,9,17
POOPO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,1,1,4,1,5,6
PRESTO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,14,12,5,7,19,19,38
QUILLACOLLO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,10,10,5,8,15,18,33
SAN BENITO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,2,3,2,0,4,3,7
SAN IGNACIO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,6,2,3,5,9,7,16
SAN LORENZO(TJA),desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,6,6,5,3,11,9,20
SAN LUCAS,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,1,1,3,5,4,9
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,296,256,124,87,420,343,763
SANTA ROSA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,7,0,1,4,8,12
SIPE SIPE,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,2,0,3,0,5,5
SORACACHI,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,1,2,1,6,2,8
SUCRE,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,5,5,2,4,7,9,16
TACACHI,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,1,0,1,0,2,0,2
TACOBAMBA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,5,3,1,1,6,4,10
TARATA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,2,1,2,1,4,5
TARVITA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,5,1,5,9,10,10,20
TOLATA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,2,0,1,0,3,3
TOLEDO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,5,4,3,8,8,16
TORO TORO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,24,25,16,24,40,49,89
TOTORA(ORR),desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,1,1,0,1,1,2
TURCO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,0,0,2,0,2,2
VACAS,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,6,2,0,2,6,4,10
VILLA RIVERO,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,1,2,1,2,2,4
YACUIBA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,0,6,1,2,1,8,9
YAMPARAEZ,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,4,3,3,4,7,7,14
YUNCHARA,desnutricion global - cronica,global peso bajo (m + g)),2007-03-01,6,3,4,4,10,7,17
ACACIO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,4,3,3,3,7,6,13
AIQUILE,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,1,1,0,2,1,3
ALALAY,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,1,2,3,2,4,6
ANDAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,1,1,2,4,3,7
ANZALDO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,6,0,0,0,6,6
ARBIETO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,0,3,1,6,1,7
ARQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,1,1,2,1,3,4
BELEN DE ANDAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,2,0,0,0,2,2
BUENA VISTA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,1,3,0,6,1,7
CARACOLLO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,1,1,0,2,1,3
CARIPUYO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,9,4,9,11,18,15,33
CHALLAPATA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,9,16,11,12,20,28,48
CHAYANTA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,2,1,1,1,3,4
CHOQUE COTA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,0,0,0,1,0,1
COLQUECHACA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,1,0,0,1,1,2
CORQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,2,3,2,2,4,5,9
COTOCA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,15,1,2,4,17,21
CURAHUARA DE CARANGAS,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,2,3,0,3,2,5
EL TORNO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,2,3,3,1,5,4,9
ENTRE RIOS,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,0,1,0,1,0,1
ICHOCA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,2,0,0,0,2,0,2
ICLA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,0,1,2,2,2,4
INQUISIVI,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,4,2,6,1,10,3,13
LA GUARDIA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,8,16,8,2,16,18,34
LLALLAGUA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,6,2,2,5,8,13
MIZQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,0,1,1,1,1,2
MOJOCOYA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,2,0,2,1,4,1,5
MOROCHATA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,6,1,2,0,8,1,9
ORURO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,30,20,19,15,49,35,84
PADILLA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,7,5,4,6,11,11,22
POCOATA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,4,7,2,2,6,9,15
POOPO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,4,2,6,2,10,4,14
PORCO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,3,2,3,3,6,9
PRESTO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,12,9,7,4,19,13,32
RAVELO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,45,39,34,48,79,87,166
RURRENABAQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,0,2,0,3,0,3
SABAYA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,2,0,1,1,3,4
SACABAMBA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,0,1,0,2,0,2
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,1,0,0,1,1,2
SAN BORJA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,0,0,0,1,0,1
SAN IGNACIO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,0,1,2,1,2,3
SAN LORENZO(TJA),desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,6,7,6,5,12,12,24
SAN LUCAS,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,6,34,5,7,11,41,52
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,160,132,64,48,224,180,404
SOPACHUY,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,2,0,7,3,9,12
SORACACHI,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,3,5,1,8,4,12
SUCRE,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,2,0,0,0,2,0,2
TAPACARI,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,9,4,1,2,10,6,16
TOLEDO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,2,5,4,3,6,8,14
TORO TORO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,0,0,1,1,1,2
TOTORA(ORR),desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,0,1,1,1,1,2
TRINIDAD,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,1,0,0,0,1,0,1
TURCO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,0,0,0,3,0,3
VACAS,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,4,1,1,4,5,5,10
VILLA RIVERO,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,3,3,2,3,5,8
VILLA TUNARI,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,3,5,3,3,6,8,14
YACUIBA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,0,0,0,1,0,1,1
YAPACANI,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,12,10,4,9,16,19,35
YUNCHARA,desnutricion global - cronica,global peso bajo (m + g)),2007-04-01,6,0,5,7,11,7,18
AIQUILE,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,3,6,3,2,6,8,14
ALALAY,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,5,4,0,0,5,4,9
ANDAMARCA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,3,1,0,0,3,1,4
ANZALDO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,0,0,1,1,1,2
ARANI,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,3,6,3,3,6,9,15
ARBIETO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,1,1,2,1,3,4
ARQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,2,0,5,0,7,7
BETANZOS,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,6,1,4,4,10,5,15
CAMARGO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,0,2,0,3,0,3
CARIPUYO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,11,7,9,13,20,20,40
CHALLAPATA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,15,14,7,8,22,22,44
CHAYANTA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,2,1,1,2,3,5
CHOQUE COTA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,0,0,0,1,0,1
COLQUIRI,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,2,0,0,1,2,1,3
COMARAPA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,1,1,0,1,1,2
CORQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,7,11,5,7,12,18,30
COTOCA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,5,8,3,4,8,12,20
CURAHUARA DE CARANGAS,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,5,9,4,6,9,15,24
EL TORNO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,3,4,1,6,4,10,14
ENTRE RIOS,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,2,0,0,1,2,1,3
EXALTACION,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,0,0,2,0,2,2
ICHOCA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,1,0,0,0,1,1
ICLA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,1,1,2,1,3,4
INQUISIVI,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,3,0,0,0,3,0,3
LA GUARDIA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,9,11,3,3,12,14,26
LA RIVERA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,1,0,0,0,1,1
LLALLAGUA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,4,6,1,1,5,7,12
MIZQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,2,0,1,0,3,3
ORURO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,44,38,27,29,71,67,138
PADCAYA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,0,1,0,1,0,1
PASORAPA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,11,0,0,1,11,1,12
PAZÑA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,1,0,0,0,1,1
POCOATA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,4,1,5,1,9,10
POJO (CBBA),desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,0,1,0,1,0,1
POOPO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,2,2,1,0,3,2,5
PORCO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,5,1,1,2,6,8
POROMA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,0,0,1,1,1,2
PORONGO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,0,0,1,0,1,1
PRESTO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,11,7,9,7,20,14,34
RURRENABAQUE,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,2,1,0,2,2,3,5
SALINAS DE GARCI MENDOZA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,3,0,3,1,6,7
SAN ANDRES,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,0,0,0,1,0,1
SAN IGNACIO,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,0,1,4,1,4,2,6
SAN JULIAN,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,6,2,2,2,8,4,12
SAN LORENZO(TJA),desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,5,10,4,3,9,13,22
SAN LUCAS,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,4,1,3,2,7,9
SANTA ANA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,12,10,2,4,14,14,28
SANTA CRUZ DE LA SIERRA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,58,42,11,13,69,55,124
SANTA ROSA DEL SARA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,1,0,1,1,2,1,3
SENA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,11,19,1,3,12,22,34
SORACACHI,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,2,1,1,2,3,3,6
SUCRE,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,7,10,0,5,7,15,22
TACOBAMBA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,7,3,0,0,7,3,10
TAPACARI,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,4,7,4,4,8,11,19
TARATA,desnutricion global - cronica,global peso bajo (m + g)),2007-05-01,7,4,1,0,8,4,12
