municipality,group,variable,month,TOTAL
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-11-01,121.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-11-01,1.0
VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-11-01,31.0
VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-11-01,793.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-11-01,41.0
BETANZOS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,124.0
CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,121.0
CARIPUYO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,241.0
CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,1.0
COTAGAITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,61.0
CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,41.0
GUAQUI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,231.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,40.0
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,1.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,121.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,46.0
SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,16.0
TINGUIPAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,32.0
VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,394.0
YOTALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2020-12-01,558.0
