,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
COLOMI,talla para la edad (t/e),talla baja (tb),2008-09-01,8,3,27,17,28,22,63,42,105
COLQUECHACA,talla para la edad (t/e),talla baja (tb),2008-09-01,71,41,97,91,33,42,201,174,375
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-09-01,4,1,9,6,3,15,16,22,38
COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,3,2,3,3,7,5,12
COMANCHE,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,11,5,4,5,16,10,26
COMARAPA,talla para la edad (t/e),talla baja (tb),2008-09-01,7,6,6,6,7,7,20,19,39
CONCEPCION,talla para la edad (t/e),talla baja (tb),2008-09-01,4,2,5,6,5,5,14,13,27
COPACABANA,talla para la edad (t/e),talla baja (tb),2008-09-01,7,3,5,6,8,7,20,16,36
CORIPATA,talla para la edad (t/e),talla baja (tb),2008-09-01,34,17,12,14,9,9,55,40,95
CORO CORO,talla para la edad (t/e),talla baja (tb),2008-09-01,7,4,12,5,17,7,36,16,52
COROICO,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,7,3,10,15,19,18,37
CORQUE,talla para la edad (t/e),talla baja (tb),2008-09-01,2,4,2,6,6,11,10,21,31
COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-09-01,30,15,49,23,81,76,160,114,274
COTOCA,talla para la edad (t/e),talla baja (tb),2008-09-01,27,27,15,22,29,23,71,72,143
CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,0,0,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,0,1,0,2,0,2
CULPINA,talla para la edad (t/e),talla baja (tb),2008-09-01,6,12,21,26,68,68,95,106,201
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-09-01,5,2,8,4,4,3,17,9,26
CURVA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,2,6,6,96,7,104,15,119
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-09-01,2,3,3,2,3,3,8,8,16
EL ALTO,talla para la edad (t/e),talla baja (tb),2008-09-01,332,245,343,248,396,365,1071,858,1929
EL CHORO,talla para la edad (t/e),talla baja (tb),2008-09-01,3,1,2,0,0,2,5,3,8
EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2008-09-01,4,8,7,12,9,13,20,33,53
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-09-01,4,4,11,18,26,20,41,42,83
EL TORNO,talla para la edad (t/e),talla baja (tb),2008-09-01,8,6,6,7,19,12,33,25,58
EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,12,10,43,39,57,49,106
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-09-01,3,4,9,7,16,8,28,19,47
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-09-01,2,4,13,13,5,10,20,27,47
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-09-01,4,2,10,6,17,23,31,31,62
EXALTACION,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,0,0,1,1,1,2,3
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,2,1,2,7,5,8,9,17
GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2008-09-01,11,8,6,2,8,9,25,19,44
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-09-01,11,10,20,24,35,33,66,67,133
GUANAY,talla para la edad (t/e),talla baja (tb),2008-09-01,4,4,4,2,2,3,10,9,19
GUAQUI,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,3,1,6,3,9,4,13
GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2008-09-01,11,7,10,3,10,8,31,18,49
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-09-01,6,6,6,8,0,0,12,14,26
HUACARETA,talla para la edad (t/e),talla baja (tb),2008-09-01,6,3,7,3,20,10,33,16,49
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,3,3,2,4,5,9
HUACHACALLA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,2,3,7,5,10,8,18
HUANUNI,talla para la edad (t/e),talla baja (tb),2008-09-01,14,12,16,14,16,14,46,40,86
HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,0,1,0,2,2
HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,2,6,2,3,1,12,5,17
ICHOCA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,0,1,0,1,0,1
ICLA,talla para la edad (t/e),talla baja (tb),2008-09-01,20,17,46,41,118,144,184,202,386
INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-09-01,47,55,112,102,200,261,359,418,777
INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-09-01,12,2,15,4,6,10,33,16,49
IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-09-01,4,4,4,5,10,5,18,14,32
JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-09-01,5,7,7,8,25,32,37,47,84
LA ASUNTA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,2,8,4,0,1,11,7,18
LA GUARDIA,talla para la edad (t/e),talla baja (tb),2008-09-01,50,34,31,31,47,49,128,114,242
LA PAZ,talla para la edad (t/e),talla baja (tb),2008-09-01,306,261,238,192,246,253,790,706,1496
LAJA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,1,0,0,1,1,4,2,6
LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,2,2,6,8,8,10,18
LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,2,1,5,4,8,5,13
LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,7,5,4,5,2,13,13,26
LLICA,talla para la edad (t/e),talla baja (tb),2008-09-01,5,6,4,4,9,5,18,15,33
LORETO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,2,0,0,0,2,0,2
LURIBAY,talla para la edad (t/e),talla baja (tb),2008-09-01,4,8,12,11,14,25,30,44,74
MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,5,4,0,3,3,7,8,15
MACHARETI,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,2,0,4,2,6,2,8
MAIRANA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,5,1,5,6,10,8,18
MALLA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,4,8,5,22,17,32,26,58
MAPIRI,talla para la edad (t/e),talla baja (tb),2008-09-01,5,3,1,7,4,6,10,16,26
MECAPACA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,5,4,7,5,13,9,22
MINEROS,talla para la edad (t/e),talla baja (tb),2008-09-01,8,5,14,6,11,11,33,22,55
MIZQUE,talla para la edad (t/e),talla baja (tb),2008-09-01,14,8,24,18,26,45,64,71,135
MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-09-01,17,10,16,20,37,22,70,52,122
MOJINETE,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,0,0,1,0,1,1,2
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,4,2,5,4,9,7,16
MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2008-09-01,12,9,34,10,65,49,111,68,179
MONTERO,talla para la edad (t/e),talla baja (tb),2008-09-01,13,6,9,8,13,14,35,28,63
MORO MORO,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,3,1,2,6,6,7,13
MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-09-01,24,14,40,41,24,31,88,86,174
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,1,0,1,0,3,0,3
NAZACARA DE PACAJES,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla baja (tb),2008-09-01,2,2,1,1,2,3,5,6,11
OCURI,talla para la edad (t/e),talla baja (tb),2008-09-01,44,38,111,98,115,131,270,267,537
OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,1,2,6,7,8,10,18
ORURO,talla para la edad (t/e),talla baja (tb),2008-09-01,73,42,98,70,65,48,236,160,396
PADCAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,2,6,3,3,4,11,9,20
PADILLA,talla para la edad (t/e),talla baja (tb),2008-09-01,13,4,22,19,71,60,106,83,189
PAILON,talla para la edad (t/e),talla baja (tb),2008-09-01,4,1,7,3,5,8,16,12,28
PALCA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,5,12,3,7,4,22,12,34
PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2008-09-01,2,7,20,14,12,13,34,34,68
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,2,1,7,9,10,11,21
PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,0,2,2,3,2,5
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,1,1,1,0,3,1,4
PASORAPA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,0,2,0,3,3
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,11,4,6,6,6,11,23,34
PAZÑA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,2,10,6,5,6,17,14,31
PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-09-01,2,3,4,4,7,4,13,11,24
POCOATA,talla para la edad (t/e),talla baja (tb),2008-09-01,52,40,80,90,70,87,202,217,419
POCONA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,3,5,4,9,5,17,12,29
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,3,5,7,5,11,11,22
POOPO,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,3,1,3,0,7,2,9
PORCO,talla para la edad (t/e),talla baja (tb),2008-09-01,17,24,7,16,6,2,30,42,72
POROMA,talla para la edad (t/e),talla baja (tb),2008-09-01,15,31,29,30,50,64,94,125,219
PORONGO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,0,0,1,1,1,2
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,1,0,5,1,8,1,9
PORVENIR,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,1,1,1,1,3,2,5
POSTRER VALLE,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,1,0,1,1,2
POTOSI,talla para la edad (t/e),talla baja (tb),2008-09-01,120,84,131,95,156,127,407,306,713
PRESTO,talla para la edad (t/e),talla baja (tb),2008-09-01,9,14,38,20,79,69,126,103,229
PUCARA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,2,4,0,5,2,7
PUCARANI,talla para la edad (t/e),talla baja (tb),2008-09-01,11,4,10,8,15,17,36,29,65
PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-09-01,25,23,12,9,17,35,54,67,121
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-09-01,4,7,8,10,17,12,29,29,58
PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-09-01,6,4,15,17,13,26,34,47,81
PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-09-01,2,3,2,2,1,3,5,8,13
PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-09-01,4,1,11,3,6,4,21,8,29
PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2008-09-01,8,2,2,2,1,4,11,8,19
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-09-01,23,18,24,11,33,27,80,56,136
PUNA,talla para la edad (t/e),talla baja (tb),2008-09-01,40,45,56,44,113,75,209,164,373
PUNATA,talla para la edad (t/e),talla baja (tb),2008-09-01,21,10,22,15,16,10,59,35,94
QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,2,1,2,12,5,16,9,25
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-09-01,8,4,5,4,9,12,22,20,42
QUIME,talla para la edad (t/e),talla baja (tb),2008-09-01,1,3,7,7,27,22,35,32,67
QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,1,0,1,1,2
RAVELO,talla para la edad (t/e),talla baja (tb),2008-09-01,27,29,73,74,159,172,259,275,534
REYES,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,7,3,6,7,14,11,25
RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-09-01,53,31,68,55,50,39,171,125,296
ROBORE,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,0,1,3,2,4,3,7
RURRENABAQUE,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,0,0,0,0,1,0,1
SABAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,4,0,0,2,4,2,6
SACABA,talla para la edad (t/e),talla baja (tb),2008-09-01,30,21,53,48,61,47,144,116,260
SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-09-01,4,5,3,3,4,7,11,15,26
SACACA,talla para la edad (t/e),talla baja (tb),2008-09-01,93,89,94,126,196,202,383,417,800
SAIPINA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,5,7,12,13,10,23,27,50
SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,0,1,1,1,1,2
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,2,0,0,0,2,2
SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-09-01,3,2,4,3,10,7,17,12,29
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,3,0,1,0,0,0,4,4
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2008-09-01,5,3,10,7,24,18,39,28,67
SAN BENITO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,2,6,4,7,11,13,17,30
SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-09-01,18,9,8,10,13,16,39,35,74
SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2008-09-01,8,6,2,4,4,6,14,16,30
SAN CARLOS,talla para la edad (t/e),talla baja (tb),2008-09-01,6,3,0,0,2,1,8,4,12
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-09-01,16,9,5,11,13,15,34,35,69
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-09-01,4,4,6,5,10,7,20,16,36
SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,1,2,1,0,3,3,6
SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2008-09-01,4,0,2,1,4,3,10,4,14
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2008-09-01,0,3,6,2,4,2,10,7,17
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2008-09-01,3,1,2,1,1,2,6,4,10
SAN JULIAN,talla para la edad (t/e),talla baja (tb),2008-09-01,2,1,3,4,5,9,10,14,24
SAN LORENZO(PND),talla para la edad (t/e),talla baja (tb),2008-09-01,0,2,0,2,0,0,0,4,4
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-09-01,5,3,11,6,13,11,29,20,49
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-09-01,81,63,126,127,282,305,489,495,984
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,0,1,1,1,1,2
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-09-01,5,8,12,5,8,3,25,16,41
SAN PEDRO,talla para la edad (t/e),talla baja (tb),2008-09-01,11,9,9,3,10,13,30,25,55
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-09-01,31,49,75,76,92,109,198,234,432
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,2,3,6,3,10,6,16
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,5,4,3,9,5,15,13,28
SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,1,2,4,6,6,9,15
SAN RAMON,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,1,0,0,2,2,2,4
SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-09-01,11,7,10,2,4,2,25,11,36
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-09-01,74,74,56,50,63,49,193,173,366
SANTA ROSA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,0,2,0,3,1,6,7
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,0,1,3,4,4,6,10
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-09-01,1,9,2,3,23,11,26,23,49
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-09-01,4,2,5,0,1,3,10,5,15
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,1,1,15,12,16,14,30
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,9,1,12,7,21,8,29
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-09-01,3,3,14,7,29,25,46,35,81
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-09-01,10,1,21,14,20,9,51,24,75
SICAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,4,7,3,7,8,16,15,31
SIPE SIPE,talla para la edad (t/e),talla baja (tb),2008-09-01,11,6,12,11,21,12,44,29,73
SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-09-01,15,10,38,29,94,97,147,136,283
SORACACHI,talla para la edad (t/e),talla baja (tb),2008-09-01,7,1,7,3,14,8,28,12,40
SORATA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,3,1,3,3,5,7,11,18
SUCRE,talla para la edad (t/e),talla baja (tb),2008-09-01,41,28,58,40,140,154,239,222,461
TACACOMA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,0,0,2,3,2,4,6
TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-09-01,4,11,15,4,18,13,37,28,65
TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,7,8,18,11,55,44,80,63,143
TAPACARI,talla para la edad (t/e),talla baja (tb),2008-09-01,46,35,80,48,80,74,206,157,363
TARABUCO,talla para la edad (t/e),talla baja (tb),2008-09-01,21,17,39,35,109,90,169,142,311
TARACO,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,3,1,2,2,6,4,10
TARATA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,2,0,10,6,13,6,19
TARIJA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,3,5,6,14,5,22,14,36
TARVITA,talla para la edad (t/e),talla baja (tb),2008-09-01,41,42,108,84,218,218,367,344,711
TEOPONTE,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,0,1,2,2,2,3,5
TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,1,1,1,1,3,2,5
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,23,21,34,37,56,56,113,114,227
TIPUANI,talla para la edad (t/e),talla baja (tb),2008-09-01,2,1,1,0,1,0,4,1,5
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-09-01,13,3,12,8,12,13,37,24,61
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-09-01,20,11,21,21,31,55,72,87,159
TOCO,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,0,1,4,2,6,3,9
TOLATA,talla para la edad (t/e),talla baja (tb),2008-09-01,0,0,1,1,0,1,1,2,3
TOLEDO,talla para la edad (t/e),talla baja (tb),2008-09-01,0,2,3,1,6,1,9,4,13
TOMAVE,talla para la edad (t/e),talla baja (tb),2008-09-01,6,2,6,9,15,19,27,30,57
TOMINA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,7,9,17,62,53,74,77,151
TORO TORO,talla para la edad (t/e),talla baja (tb),2008-09-01,40,25,47,45,60,82,147,152,299
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-09-01,4,2,16,14,7,11,27,27,54
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-09-01,10,3,7,3,10,11,27,17,44
TRIGAL,talla para la edad (t/e),talla baja (tb),2008-09-01,0,1,0,1,1,0,1,2,3
TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-09-01,42,67,41,33,42,43,125,143,268
TUPIZA,talla para la edad (t/e),talla baja (tb),2008-09-01,15,16,26,15,42,36,83,67,150
TURCO,talla para la edad (t/e),talla baja (tb),2008-09-01,6,1,11,3,13,8,30,12,42
UMALA,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,0,3,0,1,1,4,5
UNCIA,talla para la edad (t/e),talla baja (tb),2008-09-01,19,16,25,11,44,31,88,58,146
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-09-01,3,1,3,0,3,1,9,2,11
UYUNI,talla para la edad (t/e),talla baja (tb),2008-09-01,4,9,19,17,50,32,73,58,131
VACAS,talla para la edad (t/e),talla baja (tb),2008-09-01,16,13,31,24,19,16,66,53,119
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,3,4,3,7,7,12,19
VIACHA,talla para la edad (t/e),talla baja (tb),2008-09-01,10,16,14,12,25,34,49,62,111
VILA VILA,talla para la edad (t/e),talla baja (tb),2008-09-01,2,2,17,17,21,22,40,41,81
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2008-09-01,2,3,2,5,1,7,5,15,20
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-09-01,1,1,2,1,10,9,13,11,24
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-09-01,11,5,15,23,69,61,95,89,184
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-09-01,19,18,36,36,69,59,124,113,237
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2008-09-01,2,4,2,4,7,7,11,15,26
VILLAZON,talla para la edad (t/e),talla baja (tb),2008-09-01,23,14,29,21,60,55,112,90,202
VINTO,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,2,3,4,4,7,7,14
VITICHI,talla para la edad (t/e),talla baja (tb),2008-09-01,12,8,28,28,31,52,71,88,159
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2008-09-01,0,4,6,3,3,8,9,15,24
WARNES,talla para la edad (t/e),talla baja (tb),2008-09-01,2,0,0,1,3,1,5,2,7
YACO,talla para la edad (t/e),talla baja (tb),2008-09-01,7,8,18,10,21,20,46,38,84
YACUIBA,talla para la edad (t/e),talla baja (tb),2008-09-01,11,13,11,22,27,30,49,65,114
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-09-01,7,8,34,25,110,76,151,109,260
YANACACHI,talla para la edad (t/e),talla baja (tb),2008-09-01,1,0,1,1,0,1,2,2,4
YAPACANI,talla para la edad (t/e),talla baja (tb),2008-09-01,8,4,15,16,10,14,33,34,67
YOCALLA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,5,7,3,14,12,24,20,44
YOTALA,talla para la edad (t/e),talla baja (tb),2008-09-01,4,1,10,8,46,57,60,66,126
YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-09-01,3,3,4,5,5,7,12,15,27
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2008-09-01,4,7,20,25,71,77,95,109,204
ACACIO,talla para la edad (t/e),talla baja (tb),2008-10-01,20,30,27,23,43,37,90,90,180
ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-10-01,16,13,14,14,16,18,46,45,91
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,0,1,0,0,0,2,2
AIQUILE,talla para la edad (t/e),talla baja (tb),2008-10-01,16,9,30,28,41,32,87,69,156
ALALAY,talla para la edad (t/e),talla baja (tb),2008-10-01,4,3,9,4,23,28,36,35,71
ALCALA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,3,6,5,26,27,32,35,67
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2008-10-01,11,2,17,13,48,31,76,46,122
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-10-01,1,6,6,7,27,22,34,35,69
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-10-01,2,2,7,3,3,4,12,9,21
APOLO,talla para la edad (t/e),talla baja (tb),2008-10-01,3,2,6,12,23,22,32,36,68
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-10-01,18,13,13,17,25,31,56,61,117
ARANI,talla para la edad (t/e),talla baja (tb),2008-10-01,12,8,14,15,12,18,38,41,79
ARBIETO,talla para la edad (t/e),talla baja (tb),2008-10-01,8,6,6,2,4,12,18,20,38
ARQUE,talla para la edad (t/e),talla baja (tb),2008-10-01,11,10,22,11,37,35,70,56,126
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2008-10-01,5,7,3,9,13,14,21,30,51
ATOCHA,talla para la edad (t/e),talla baja (tb),2008-10-01,6,8,8,9,15,20,29,37,66
AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,4,7,6,6,10,14,24
AYATA,talla para la edad (t/e),talla baja (tb),2008-10-01,8,11,14,17,22,18,44,46,90
AYO AYO,talla para la edad (t/e),talla baja (tb),2008-10-01,7,9,4,8,7,4,18,21,39
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-10-01,19,17,26,18,41,41,86,76,162
BATALLAS,talla para la edad (t/e),talla baja (tb),2008-10-01,2,3,7,6,8,13,17,22,39
BAURES,talla para la edad (t/e),talla baja (tb),2008-10-01,3,0,4,2,4,1,11,3,14
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,0,0,4,1,4,1,5
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-10-01,1,1,1,2,3,8,5,11,16
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,2,1,2,2,4,6
BERMEJO,talla para la edad (t/e),talla baja (tb),2008-10-01,0,2,4,8,7,6,11,16,27
BETANZOS,talla para la edad (t/e),talla baja (tb),2008-10-01,32,23,82,71,116,86,230,180,410
BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-10-01,39,16,51,26,25,26,115,68,183
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2008-10-01,2,0,1,1,4,1,7,2,9
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-10-01,0,0,1,1,0,0,1,1,2
CABEZAS,talla para la edad (t/e),talla baja (tb),2008-10-01,0,1,2,2,3,2,5,5,10
CAIROMA,talla para la edad (t/e),talla baja (tb),2008-10-01,16,11,17,20,38,32,71,63,134
