,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
COLLANA,talla para la edad (t/e),talla normal (t n),2008-08-01,10,10,11,10,15,12,36,32,68
COLOMI,talla para la edad (t/e),talla normal (t n),2008-08-01,99,130,74,67,60,62,233,259,492
COLPA BELGICA,talla para la edad (t/e),talla normal (t n),2008-08-01,27,27,6,9,20,20,53,56,109
COLQUECHACA,talla para la edad (t/e),talla normal (t n),2008-08-01,120,124,73,77,47,52,240,253,493
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2008-08-01,33,31,33,31,38,38,104,100,204
COLQUIRI,talla para la edad (t/e),talla normal (t n),2008-08-01,14,13,3,2,5,5,22,20,42
COMANCHE,talla para la edad (t/e),talla normal (t n),2008-08-01,12,10,10,9,9,6,31,25,56
COMARAPA,talla para la edad (t/e),talla normal (t n),2008-08-01,133,115,55,45,65,80,253,240,493
COMBAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,8,4,2,3,9,8,19,15,34
CONCEPCION,talla para la edad (t/e),talla normal (t n),2008-08-01,102,68,39,37,45,27,186,132,318
COPACABANA,talla para la edad (t/e),talla normal (t n),2008-08-01,60,37,26,23,46,36,132,96,228
CORIPATA,talla para la edad (t/e),talla normal (t n),2008-08-01,35,51,28,30,51,47,114,128,242
CORO CORO,talla para la edad (t/e),talla normal (t n),2008-08-01,56,45,14,26,36,28,106,99,205
COROICO,talla para la edad (t/e),talla normal (t n),2008-08-01,79,87,57,60,52,53,188,200,388
CORQUE,talla para la edad (t/e),talla normal (t n),2008-08-01,6,7,2,3,4,2,12,12,24
COTAGAITA,talla para la edad (t/e),talla normal (t n),2008-08-01,107,117,85,104,154,149,346,370,716
COTOCA,talla para la edad (t/e),talla normal (t n),2008-08-01,292,242,116,103,106,111,514,456,970
CUATRO CAÑADAS,talla para la edad (t/e),talla normal (t n),2008-08-01,6,6,3,3,7,2,16,11,27
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla normal (t n),2008-08-01,5,9,3,4,8,6,16,19,35
CUEVO,talla para la edad (t/e),talla normal (t n),2008-08-01,3,0,0,0,0,0,3,0,3
CULPINA,talla para la edad (t/e),talla normal (t n),2008-08-01,110,110,89,99,163,165,362,374,736
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2008-08-01,28,33,32,22,13,19,73,74,147
CURVA,talla para la edad (t/e),talla normal (t n),2008-08-01,12,10,15,7,17,10,44,27,71
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2008-08-01,22,39,19,18,30,18,71,75,146
EL ALTO,talla para la edad (t/e),talla normal (t n),2008-08-01,3054,2867,1508,1399,1473,1491,6035,5757,11792
EL CHORO,talla para la edad (t/e),talla normal (t n),2008-08-01,5,4,5,2,0,0,10,6,16
EL PUENTE(STC),talla para la edad (t/e),talla normal (t n),2008-08-01,97,94,78,70,122,126,297,290,587
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2008-08-01,27,19,21,28,49,36,97,83,180
EL TORNO,talla para la edad (t/e),talla normal (t n),2008-08-01,206,202,102,79,82,86,390,367,757
EL VILLAR,talla para la edad (t/e),talla normal (t n),2008-08-01,33,25,32,40,67,59,132,124,256
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-08-01,60,45,26,35,38,49,124,129,253
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-08-01,111,113,108,109,129,112,348,334,682
ESCARA,talla para la edad (t/e),talla normal (t n),2008-08-01,0,1,0,0,3,1,3,2,5
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2008-08-01,10,6,1,0,0,0,11,6,17
EXALTACION,talla para la edad (t/e),talla normal (t n),2008-08-01,7,10,7,2,8,10,22,22,44
FERNANDEZ ALONSO,talla para la edad (t/e),talla normal (t n),2008-08-01,46,36,22,13,39,50,107,99,206
FILADELFIA,talla para la edad (t/e),talla normal (t n),2008-08-01,17,15,11,4,8,13,36,32,68
GENERAL SAAVEDRA,talla para la edad (t/e),talla normal (t n),2008-08-01,87,91,72,85,93,70,252,246,498
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2008-08-01,75,53,32,41,51,58,158,152,310
GUANAY,talla para la edad (t/e),talla normal (t n),2008-08-01,82,74,36,44,50,56,168,174,342
GUAQUI,talla para la edad (t/e),talla normal (t n),2008-08-01,30,29,15,21,19,19,64,69,133
GUAYARAMERIN,talla para la edad (t/e),talla normal (t n),2008-08-01,224,222,120,109,115,130,459,461,920
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2008-08-01,6,8,4,4,14,6,24,18,42
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2008-08-01,4,2,0,2,10,4,14,8,22
HUANUNI,talla para la edad (t/e),talla normal (t n),2008-08-01,116,152,50,70,49,51,215,273,488
HUARACAJE,talla para la edad (t/e),talla normal (t n),2008-08-01,20,31,22,17,22,30,64,78,142
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2008-08-01,3,6,3,5,4,5,10,16,26
ICHOCA,talla para la edad (t/e),talla normal (t n),2008-08-01,22,24,8,10,26,20,56,54,110
ICLA,talla para la edad (t/e),talla normal (t n),2008-08-01,52,60,50,55,162,157,264,272,536
INCAHUASI,talla para la edad (t/e),talla normal (t n),2008-08-01,127,155,88,121,161,176,376,452,828
INQUISIVI,talla para la edad (t/e),talla normal (t n),2008-08-01,67,60,29,47,63,65,159,172,331
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2008-08-01,20,13,10,8,7,6,37,27,64
IXIAMAS,talla para la edad (t/e),talla normal (t n),2008-08-01,58,57,43,46,62,58,163,161,324
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-08-01,65,64,26,39,104,88,195,191,386
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2008-08-01,98,107,14,16,0,0,112,123,235
LA GUARDIA,talla para la edad (t/e),talla normal (t n),2008-08-01,342,321,151,138,176,175,669,634,1303
LA PAZ,talla para la edad (t/e),talla normal (t n),2008-08-01,2306,2239,1012,1025,1605,1513,4923,4777,9700
LAGUNILLAS,talla para la edad (t/e),talla normal (t n),2008-08-01,1,2,3,12,9,14,13,28,41
LAJA,talla para la edad (t/e),talla normal (t n),2008-08-01,82,76,36,30,33,32,151,138,289
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2008-08-01,33,16,25,21,74,51,132,88,220
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2008-08-01,7,10,7,11,16,17,30,38,68
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2008-08-01,6,7,8,5,26,23,40,35,75
LLICA,talla para la edad (t/e),talla normal (t n),2008-08-01,23,14,7,6,14,14,44,34,78
LORETO,talla para la edad (t/e),talla normal (t n),2008-08-01,17,12,11,17,34,36,62,65,127
LURIBAY,talla para la edad (t/e),talla normal (t n),2008-08-01,45,57,30,37,48,51,123,145,268
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2008-08-01,7,9,5,2,6,3,18,14,32
MACHARETI,talla para la edad (t/e),talla normal (t n),2008-08-01,55,45,42,56,97,104,194,205,399
MAGDALENA,talla para la edad (t/e),talla normal (t n),2008-08-01,47,39,25,18,19,14,91,71,162
MAIRANA,talla para la edad (t/e),talla normal (t n),2008-08-01,53,85,31,22,47,26,131,133,264
MALLA,talla para la edad (t/e),talla normal (t n),2008-08-01,15,20,7,8,17,16,39,44,83
MAPIRI,talla para la edad (t/e),talla normal (t n),2008-08-01,39,31,5,1,9,3,53,35,88
MECAPACA,talla para la edad (t/e),talla normal (t n),2008-08-01,16,22,11,11,18,13,45,46,91
MINEROS,talla para la edad (t/e),talla normal (t n),2008-08-01,117,100,57,50,85,70,259,220,479
MIZQUE,talla para la edad (t/e),talla normal (t n),2008-08-01,133,128,65,64,85,105,283,297,580
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2008-08-01,51,66,26,24,43,49,120,139,259
MOJINETE,talla para la edad (t/e),talla normal (t n),2008-08-01,2,1,1,1,4,2,7,4,11
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2008-08-01,6,5,3,9,26,17,35,31,66
MONTEAGUDO,talla para la edad (t/e),talla normal (t n),2008-08-01,117,106,97,90,131,147,345,343,688
MONTERO,talla para la edad (t/e),talla normal (t n),2008-08-01,393,389,227,187,284,275,904,851,1755
MORO MORO,talla para la edad (t/e),talla normal (t n),2008-08-01,14,10,5,5,13,12,32,27,59
MOROCHATA,talla para la edad (t/e),talla normal (t n),2008-08-01,104,141,63,67,72,86,239,294,533
NAZACARA DE PACAJES,talla para la edad (t/e),talla normal (t n),2008-08-01,5,5,3,3,6,5,14,13,27
OCURI,talla para la edad (t/e),talla normal (t n),2008-08-01,93,85,101,97,44,61,238,243,481
OMEREQUE,talla para la edad (t/e),talla normal (t n),2008-08-01,40,36,23,23,31,39,94,98,192
ORURO,talla para la edad (t/e),talla normal (t n),2008-08-01,447,454,331,300,300,229,1078,983,2061
PADCAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,100,92,99,95,94,96,293,283,576
PADILLA,talla para la edad (t/e),talla normal (t n),2008-08-01,60,52,48,73,120,123,228,248,476
PAILON,talla para la edad (t/e),talla normal (t n),2008-08-01,107,137,55,67,79,77,241,281,522
PALCA,talla para la edad (t/e),talla normal (t n),2008-08-01,54,63,19,25,23,19,96,107,203
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2008-08-01,116,127,100,78,105,99,321,304,625
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2008-08-01,5,3,0,3,1,2,6,8,14
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2008-08-01,16,34,10,21,13,14,39,69,108
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2008-08-01,2,7,3,1,1,3,6,11,17
PASORAPA,talla para la edad (t/e),talla normal (t n),2008-08-01,2,3,2,2,5,2,9,7,16
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,2,6,1,4,5,4,8,14,22
PAZÑA,talla para la edad (t/e),talla normal (t n),2008-08-01,20,20,26,17,29,21,75,58,133
PELECHUCO,talla para la edad (t/e),talla normal (t n),2008-08-01,17,24,20,9,17,26,54,59,113
POCOATA,talla para la edad (t/e),talla normal (t n),2008-08-01,79,109,81,73,52,67,212,249,461
POCONA,talla para la edad (t/e),talla normal (t n),2008-08-01,29,23,31,20,26,37,86,80,166
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2008-08-01,69,34,64,65,36,50,169,149,318
POOPO,talla para la edad (t/e),talla normal (t n),2008-08-01,10,15,1,9,10,12,21,36,57
PORCO,talla para la edad (t/e),talla normal (t n),2008-08-01,52,55,21,22,12,16,85,93,178
POROMA,talla para la edad (t/e),talla normal (t n),2008-08-01,57,44,26,26,46,57,129,127,256
PORONGO,talla para la edad (t/e),talla normal (t n),2008-08-01,47,48,28,28,40,49,115,125,240
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2008-08-01,89,75,43,48,74,73,206,196,402
PORVENIR,talla para la edad (t/e),talla normal (t n),2008-08-01,46,39,23,20,30,26,99,85,184
POSTRER VALLE,talla para la edad (t/e),talla normal (t n),2008-08-01,0,1,0,0,5,3,5,4,9
POTOSI,talla para la edad (t/e),talla normal (t n),2008-08-01,778,741,332,349,415,336,1525,1426,2951
PRESTO,talla para la edad (t/e),talla normal (t n),2008-08-01,52,72,37,40,98,88,187,200,387
PUCARA,talla para la edad (t/e),talla normal (t n),2008-08-01,7,6,7,9,17,13,31,28,59
PUCARANI,talla para la edad (t/e),talla normal (t n),2008-08-01,100,90,52,45,73,68,225,203,428
PUERTO ACOSTA,talla para la edad (t/e),talla normal (t n),2008-08-01,55,55,31,34,62,51,148,140,288
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2008-08-01,77,70,44,42,64,65,185,177,362
PUERTO GONZALO MORENO,talla para la edad (t/e),talla normal (t n),2008-08-01,9,21,13,11,13,15,35,47,82
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2008-08-01,16,17,11,19,32,29,59,65,124
PUERTO QUIJARRO,talla para la edad (t/e),talla normal (t n),2008-08-01,20,6,10,12,5,6,35,24,59
PUERTO RICO,talla para la edad (t/e),talla normal (t n),2008-08-01,67,57,46,48,50,53,163,158,321
PUERTO SILES,talla para la edad (t/e),talla normal (t n),2008-08-01,12,10,11,16,14,12,37,38,75
PUERTO SUAREZ,talla para la edad (t/e),talla normal (t n),2008-08-01,86,89,35,23,36,28,157,140,297
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2008-08-01,352,313,208,161,210,218,770,692,1462
PUNA,talla para la edad (t/e),talla normal (t n),2008-08-01,90,78,64,51,70,77,224,206,430
PUNATA,talla para la edad (t/e),talla normal (t n),2008-08-01,237,200,132,90,77,56,446,346,792
QUIABAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,12,11,9,3,13,8,34,22,56
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2008-08-01,323,264,115,99,130,105,568,468,1036
QUIME,talla para la edad (t/e),talla normal (t n),2008-08-01,54,49,31,27,45,67,130,143,273
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2008-08-01,7,8,7,4,20,14,34,26,60
RAVELO,talla para la edad (t/e),talla normal (t n),2008-08-01,108,89,81,57,129,111,318,257,575
REYES,talla para la edad (t/e),talla normal (t n),2008-08-01,61,61,28,30,40,46,129,137,266
RIBERALTA,talla para la edad (t/e),talla normal (t n),2008-08-01,696,603,455,449,309,310,1460,1362,2822
ROBORE,talla para la edad (t/e),talla normal (t n),2008-08-01,110,93,53,49,55,74,218,216,434
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2008-08-01,11,16,0,1,0,1,11,18,29
SABAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,2,9,0,1,2,1,4,11,15
SACABA,talla para la edad (t/e),talla normal (t n),2008-08-01,618,567,314,268,318,264,1250,1099,2349
SACABAMBA,talla para la edad (t/e),talla normal (t n),2008-08-01,21,21,25,18,46,38,92,77,169
SACACA,talla para la edad (t/e),talla normal (t n),2008-08-01,99,96,82,73,139,137,320,306,626
SAIPINA,talla para la edad (t/e),talla normal (t n),2008-08-01,34,34,23,21,20,18,77,73,150
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2008-08-01,11,11,3,7,6,9,20,27,47
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2008-08-01,51,54,29,19,49,56,129,129,258
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2008-08-01,14,7,2,1,5,10,21,18,39
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2008-08-01,36,46,37,32,36,29,109,107,216
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-08-01,13,14,5,8,15,15,33,37,70
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2008-08-01,4,5,3,0,5,2,12,7,19
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2008-08-01,52,40,35,33,81,97,168,170,338
SAN BENITO,talla para la edad (t/e),talla normal (t n),2008-08-01,39,34,18,28,33,20,90,82,172
SAN BORJA,talla para la edad (t/e),talla normal (t n),2008-08-01,254,312,127,122,187,207,568,641,1209
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2008-08-01,65,48,34,26,35,42,134,116,250
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2008-08-01,103,120,55,50,65,62,223,232,455
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2008-08-01,145,136,126,96,178,137,449,369,818
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-08-01,57,51,49,51,51,46,157,148,305
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2008-08-01,1,7,8,8,14,20,23,35,58
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2008-08-01,94,80,43,42,76,72,213,194,407
SAN JOAQUIN,talla para la edad (t/e),talla normal (t n),2008-08-01,32,26,27,16,27,17,86,59,145
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2008-08-01,93,78,65,80,72,65,230,223,453
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2008-08-01,28,26,13,15,20,13,61,54,115
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2008-08-01,59,54,45,39,57,60,161,153,314
SAN LORENZO(PND),talla para la edad (t/e),talla normal (t n),2008-08-01,24,29,21,13,13,12,58,54,112
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2008-08-01,55,56,43,43,66,66,164,165,329
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2008-08-01,241,225,151,178,353,330,745,733,1478
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-08-01,9,9,8,18,19,20,36,47,83
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2008-08-01,10,18,10,0,13,16,33,34,67
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2008-08-01,81,75,40,33,59,67,180,175,355
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2008-08-01,101,102,80,73,81,79,262,254,516
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2008-08-01,25,18,20,19,37,31,82,68,150
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2008-08-01,1,4,1,2,1,1,3,7,10
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2008-08-01,15,19,6,8,10,14,31,41,72
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2008-08-01,1,0,2,1,3,1,6,2,8
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2008-08-01,7,6,3,2,7,10,17,18,35
SAN RAMON,talla para la edad (t/e),talla normal (t n),2008-08-01,22,23,18,20,28,28,68,71,139
SANTA ANA,talla para la edad (t/e),talla normal (t n),2008-08-01,161,131,96,94,70,47,327,272,599
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2008-08-01,1404,1215,659,633,675,546,2738,2394,5132
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2008-08-01,66,55,43,34,22,27,131,116,247
SANTA ROSA DEL SARA,talla para la edad (t/e),talla normal (t n),2008-08-01,3,10,13,13,21,16,37,39,76
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2008-08-01,9,10,3,4,7,5,19,19,38
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2008-08-01,15,9,6,11,15,16,36,36,72
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-08-01,14,14,8,2,12,4,34,20,54
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2008-08-01,4,4,8,8,54,80,66,92,158
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2008-08-01,0,0,1,0,2,0,3,0,3
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2008-08-01,38,45,38,49,53,59,129,153,282
SENA,talla para la edad (t/e),talla normal (t n),2008-08-01,34,17,22,22,23,36,79,75,154
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2008-08-01,64,64,51,37,49,35,164,136,300
SICAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,9,11,14,8,10,9,33,28,61
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2008-08-01,204,180,107,87,66,62,377,329,706
SOPACHUY,talla para la edad (t/e),talla normal (t n),2008-08-01,59,60,36,56,65,73,160,189,349
SORACACHI,talla para la edad (t/e),talla normal (t n),2008-08-01,25,21,15,17,10,22,50,60,110
SORATA,talla para la edad (t/e),talla normal (t n),2008-08-01,0,6,1,4,9,5,10,15,25
SUCRE,talla para la edad (t/e),talla normal (t n),2008-08-01,409,385,206,208,481,478,1096,1071,2167
TACACHI,talla para la edad (t/e),talla normal (t n),2008-08-01,3,0,1,0,0,0,4,0,4
TACACOMA,talla para la edad (t/e),talla normal (t n),2008-08-01,14,13,4,4,2,4,20,21,41
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2008-08-01,45,59,31,37,53,57,129,153,282
TACOPAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,32,33,13,18,17,40,62,91,153
TAHUA,talla para la edad (t/e),talla normal (t n),2008-08-01,0,0,2,1,1,1,3,2,5
TAPACARI,talla para la edad (t/e),talla normal (t n),2008-08-01,90,81,68,39,63,52,221,172,393
TARABUCO,talla para la edad (t/e),talla normal (t n),2008-08-01,10,14,11,6,18,19,39,39,78
TARACO,talla para la edad (t/e),talla normal (t n),2008-08-01,32,25,24,27,38,54,94,106,200
TARATA,talla para la edad (t/e),talla normal (t n),2008-08-01,81,44,27,28,43,41,151,113,264
TARIJA,talla para la edad (t/e),talla normal (t n),2008-08-01,223,148,152,128,97,92,472,368,840
TARVITA,talla para la edad (t/e),talla normal (t n),2008-08-01,88,113,79,68,160,143,327,324,651
TEOPONTE,talla para la edad (t/e),talla normal (t n),2008-08-01,6,4,3,0,7,6,16,10,26
TIAWANACU,talla para la edad (t/e),talla normal (t n),2008-08-01,93,78,36,28,49,43,178,149,327
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,76,48,17,24,29,36,122,108,230
TIPUANI,talla para la edad (t/e),talla normal (t n),2008-08-01,23,8,6,10,16,18,45,36,81
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2008-08-01,107,113,59,53,52,55,218,221,439
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2008-08-01,145,159,78,89,116,111,339,359,698
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2008-08-01,1,0,0,0,0,0,1,0,1
TOCO,talla para la edad (t/e),talla normal (t n),2008-08-01,24,30,25,28,57,39,106,97,203
TOLEDO,talla para la edad (t/e),talla normal (t n),2008-08-01,3,5,0,1,0,0,3,6,9
TOMAVE,talla para la edad (t/e),talla normal (t n),2008-08-01,8,10,4,4,9,9,21,23,44
TOMINA,talla para la edad (t/e),talla normal (t n),2008-08-01,22,28,29,36,64,57,115,121,236
TORO TORO,talla para la edad (t/e),talla normal (t n),2008-08-01,60,41,31,52,62,65,153,158,311
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2008-08-01,44,39,17,33,16,38,77,110,187
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2008-08-01,7,3,6,1,6,9,19,13,32
TRIGAL,talla para la edad (t/e),talla normal (t n),2008-08-01,5,8,1,5,4,4,10,17,27
TRINIDAD,talla para la edad (t/e),talla normal (t n),2008-08-01,373,385,233,197,201,200,807,782,1589
TUPIZA,talla para la edad (t/e),talla normal (t n),2008-08-01,221,186,124,114,235,267,580,567,1147
TURCO,talla para la edad (t/e),talla normal (t n),2008-08-01,24,14,25,22,14,18,63,54,117
UMALA,talla para la edad (t/e),talla normal (t n),2008-08-01,36,37,22,22,35,32,93,91,184
UNCIA,talla para la edad (t/e),talla normal (t n),2008-08-01,68,53,28,41,98,86,194,180,374
