municipality,group,variable,month,TOTAL
VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,138.0
AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-04-01,72.0
CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-04-01,441.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-04-01,92.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-04-01,189.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-04-01,1.0
COCAPATA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-05-01,1.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-05-01,90.0
PRESTO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-05-01,17.0
RAQAYPAMPA(ETA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-05-01,6.0
COLOMI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,1.0
ENTRE RIOS TRJ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,694.0
MIZQUE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,5.0
PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,283.0
PASORAPA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,1.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,16.0
POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,2.0
PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,2.0
TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,81.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,713.0
TRIGAL,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,55.0
VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,275.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-06-01,16.0
ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-09-01,1.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-09-01,219.0
CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,108.0
COLOMI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,1.0
COTAGAITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,61.0
INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,41.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,71.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,81.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,7.0
YUNCHARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,32.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-10-01,42.0
ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,2.0
AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,254.0
BERMEJO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,1.0
CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,86.0
CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,76.0
CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,80.0
INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,263.0
LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,2.0
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,353.0
RAVELO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,1.0
SOPACHUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,5.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,51.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,407.0
VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,31.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-11-01,247.0
ARQUE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,1.0
COTAGAITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,69.0
EL PUENTE(TJA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,87.0
LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,251.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,203.0
TORO TORO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,1.0
TUPIZA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,33.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,1.0
YOTALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,201.0
YUNCHARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-12-01,78.0
