municipality,group,variable,month,Cantidad,TOTAL
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,6,6
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,213,213
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
COLPA BELGICA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
COMANCHE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,7,7
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,19,19
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,7,7
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,219,219
EL PUENTE(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,37,37
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
GUAYARAMERIN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
ICHOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
INQUISIVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
IXIAMAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,24,24
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,395,395
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
MECAPACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,45,45
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,102,102
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
POJO (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,6,6
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
POSTRER VALLE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,7,7
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,9,9
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,22,22
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,47,47
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,10,10
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,13,13
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SANTA ANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,597,597
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,162,162
TACACOMA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
TACOPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,6,6
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,15,15
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
TOLEDO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
UYUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,14,14
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,16,16
WALDO BALLIVIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,6,6
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,13,13
YAMPARAEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,3,3
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,5,5
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
BUENA VISTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
CABEZAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,15,15
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,6,6
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,11,11
CHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
CHARAÑA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,8,8
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,235,235
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
COMANCHE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,5,5
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,5,5
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
CORQUE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,27,27
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,248,248
EL PUENTE(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,35,35
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
GUAYARAMERIN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
INQUISIVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
IRUPANA (VILLA DE LANZA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
IXIAMAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
LA ASUNTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,5,5
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,35,35
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,495,495
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,6,6
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
MOJOCOYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,49,49
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,92,92
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,6,6
PADILLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
PORCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,5,5
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,11,11
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
PUERTO PEREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,10,10
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,31,31
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
RAVELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,7,7
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,80,80
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,7,7
SAN ANTONIO DE LOMERIO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,12,12
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,5,5
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,697,697
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,16,16
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,224,224
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,17,17
TARVITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
TOMAVE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
TOMINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,6,6
UNCIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,4,4
UYUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,3,3
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,11,11
VILLA SERRANO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,9,9
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,25,25
WALDO BALLIVIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,2,2
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,63,63
YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-11-01,1,1
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,31,31
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,4,4
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,13,13
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
CALAMARCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,11,11
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,4,4
CHARAÑA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,11,11
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,216,216
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
COLPA BELGICA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,6,6
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,18,18
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,7,7
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,162,162
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,10,10
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,6,6
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,18,18
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,427,427
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
MECAPACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
MONTEAGUDO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,26,26
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,48,48
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,6,6
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,6,6
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
PATACAMAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,4,4
PUCARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
PUERTO PEREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,28,28
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
SABAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,62,62
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,6,6
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,21,21
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
SAN PEDRO DE TIQUINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,568,568
