,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COTAGAITA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,8,2,21,18,11,11,40,31,71
COTOCA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,5,0,2,1,0,0,7,1,8
EL ALTO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,1,3,6,10,8,24,35,80,76,12,21,129,147,276
EL PUENTE(STC),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,5,0,1,2,1,0,7,2,9
EL TORNO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,1,0,4,3,15,5,2,1,23,9,32
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,5,2,0,0,7,2,9
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,1,0,0,2,2,0,0,0,3,2,5
GUAYARAMERIN,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,7,1,0,0,9,1,10
HUANUNI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,4,0,44,4,3,0,51,4,55
LA GUARDIA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,2,0,6,2,1,0,10,2,12
LA PAZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,1,2,0,3,2,4,10,1,0,11,13,24
LAJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LLALLAGUA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,0,1,0,1,2,2,4
MAIRANA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAPIRI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,0,2,0,0,0,0,1,2,3
MINEROS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
MIZQUE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOCOMOCO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,2,1,0,1,3,2,5
MONTEAGUDO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,3,1,2,2,1,0,6,3,9
MONTERO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,0,2,9,7,30,13,1,2,40,25,65
ORURO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,1,2,11,11,1,0,14,13,27
PADILLA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,1,5,0,6,2,0,0,11,3,14
PAZÑA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,1,7,2,0,0,8,3,11
POJO (CBBA),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
POOPO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,1,0,0,3,2,0,0,3,3,6
PORTACHUELO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
POTOSI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,0,0,1,1,0,0,2,1,3
PUERTO GONZALO MORENO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,3,0,1,0,0,0,5,0,5
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,5,1,0,0,6,1,7
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,1,0,0,2,0,3,1,1,0,7,2,9
PUNA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,6,3,9,2,0,3,15,8,23
PUNATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
REYES,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,3,0,1,1,0,0,4,1,5
RIBERALTA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,4,1,2,0,1,3,2,3,1,0,10,7,17
RURRENABAQUE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,2,4,3,0,0,4,5,9
SABAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,3,1,2,0,0,0,5,1,6
SACABA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,3,2,0,3,2,7,5,0,3,13,13,26
SAMAIPATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,1,0,1,0,3,0,3
SAN BORJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN CARLOS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN IGNACIO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,1,0,2,0,5,3,4,1,12,4,16
SAN JAVIER(STC),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,4,0,0,0,6,0,6
SAN JULIAN,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,7,4,1,5,11,4,15,4,0,1,34,18,52
SAN MATIAS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
SAN PEDRO DE TIQUINA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SANTA ANA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,4,3,0,0,6,3,9
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,1,5,4,14,6,57,38,140,55,19,8,235,112,347
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SENA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,1,0,1,0,0,0,0,2,1,2,0,0,3,4,7
SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,1,1,1,1,5,2,2,2,10,6,16
SIPE SIPE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SORACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,1,1,4,2,3,3,21,12,48,29,4,4,81,51,132
TACACOMA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TARATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,11,0,4,1,60,27,53,26,4,0,132,54,186
TIQUIPAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TOLATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,1,1,1,1,1,2,3,5
TORO TORO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TOTORA(CBBA),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TRIGAL,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
TUPIZA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,0,0,0,1,1,0,0,0,1,2,3
TURCO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
URUBICHA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VACAS,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VALLEGRANDE,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VIACHA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,1,1,0,0,3,1,4
VILLA TUNARI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,1,0,0,2,1,1,2,5,7,1,0,0,11,9,20
VILLAZON,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VINTO,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,1,2,0,1,1,9,10,3,2,15,14,29
WARNES,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,2,2,0,0,3,3,9,3,0,0,14,8,22
YACUIBA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,1,0,0,0,1,0,7,2,12,2,1,0,22,4,26
YAPACANI,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,1,1,6,1,7,9,1,0,15,11,26
YOTALA,"violencia, hechos de transito y accidentes",hechos de transito,2014-01-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
ACHACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHOCALLA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ALALAY,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANCORAIMES,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ARANI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,7,0,22,0,1,0,30,0,30
AYO AYO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,1,0,3,1,4,1,0,1,8,3,11
CARACOLLO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CHALLAPATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,1,0,1,0,0,1,4,1,0,0,6,2,8
CHIMORE,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,6,3,0,0,7,3,10
CLIZA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,1,0,0,0,0,1,0,2,0,0,0,0,1,3,4
COBIJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,3,1,4,3,0,0,7,4,11
COCHABAMBA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,1,0,3,0,2,2,5,4,16,4,2,1,29,11,40
COLOMI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,4,0,1,0,5,0,5
COMARAPA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,1,0,0,0,0,0,1,1,0,0,2,1,3
COTAGAITA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,1,0,2,1,5,3,0,0,8,4,12
COTOCA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,1,0,0,3,7,1,0,0,8,4,12
EL ALTO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,2,3,7,5,13,14,70,62,13,10,105,94,199
EL PUENTE(STC),"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,2,0,3,1,4,0,11,8,2,0,22,9,31
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,1,1,0,5,1,0,0,6,2,8
ESCOMA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,2,0,0,0,0,2,0,0,0,0,2,2,4
GUAQUI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,1,0,0,0,1,1,0,0,2,1,3
GUAYARAMERIN,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,1,0,1,0,3,0,3
HUACHACALLA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,5,2,0,3,5,8
HUANUNI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,3,0,1,1,7,1,3,0,14,2,16
ICLA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA GUARDIA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,1,5,1,3,4,0,0,8,6,14
LA PAZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,1,0,0,0,2,6,4,0,0,6,7,13
LAGUNILLAS,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
LLALLAGUA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,2,0,6,2,0,4,8,6,14
MAGDALENA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAIRANA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,2,1,4,1,1,0,7,2,9
MAPIRI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MINEROS,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,1,0,1,2,1,1,3,1,0,4,6,10
MIZQUE,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTEAGUDO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,1,1,0,1,2,0,5,4,25,15,2,1,35,22,57
MONTERO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,1,0,1,0,1,0,7,8,30,17,3,1,43,26,69
MORO MORO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ORURO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,4,2,11,5,0,0,15,7,22
PADCAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4
PADILLA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
PAILON,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,2,0,0,1,3,0,1,1,6,2,8
PAMPA GRANDE,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PATACAMAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,1,0,0,1,3,2,5,1,0,0,9,4,13
PAZÑA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
POJO (CBBA),"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
POOPO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,1,3,7,1,0,5,8,13
POTOSI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,4,1,0,1,5,2,7
PUERTO QUIJARRO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,1,2,0,0,0,2,1,3
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,2,2,1,1,0,3,3,6
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,1,0,0,0,1,1,2,0,0,1,4,2,6
PUNA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
PUNATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
QUIME,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
REYES,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
RIBERALTA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,3,2,2,1,1,2,2,2,2,0,10,7,17
ROBORE,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
RURRENABAQUE,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,1,1,1,0,2,1,1,0,5,2,7
SACABA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,2,1,2,11,7,2,0,14,11,25
SAIPINA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,1,0,0,1,1,0,0,0,2,1,3
SAMAIPATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN CARLOS,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN IGNACIO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,1,0,0,3,3,8,4,1,0,12,8,20
SAN JOSE DE CHIQUITOS,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JUAN DE YAPACANI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JULIAN,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,4,6,4,2,10,1,12,4,2,0,32,13,45
SAN MATIAS,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN PEDRO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN RAMON SCZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA ANA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,4,3,16,3,39,20,113,55,14,9,186,90,276
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,1,4,0,0,0,5,1,6
SORATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
SUCRE,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,2,6,4,1,14,10,43,26,7,6,70,49,119
TARATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,2,4,0,0,2,4,6
TARIJA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,5,0,20,21,75,14,7,1,107,36,143
TIAWANACU,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
TIQUIPAYA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLATA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,1,4,2,0,0,4,3,7
TRIGAL,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
TUPIZA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,6,0,8,1,2,0,16,1,17
TURCO,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VALLEGRANDE,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,1,0,0,2,0,1,1,0,0,3,2,5
VILA VILA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VILLA MONTES,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,4,1,6,4,1,1,11,6,17
VILLA TUNARI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,1,3,1,1,2,5,14,0,1,2,19,11,30
WARNES,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,4,0,0,1,1,1,2,3,0,0,7,5,12
YACUIBA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
YANACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
YAPACANI,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,3,1,2,1,0,0,5,2,7
YOCALLA,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ZUDAÑEZ,"violencia, hechos de transito y accidentes",hechos de transito,2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
