,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
CLIZA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
COCHABAMBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,2,1,2,2,2,1,13,30,6,5,2,0,27,39,66
COLCAPIRHUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,5,1,6,3,14,9,18,19,0,3,43,35,78
COLOMI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COMARAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
COTAGAITA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTOCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,0,0,0,1,1,2,1,0,3,3,6
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
CULPINA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,2,3,7,10,7,4,19,8,35,16,4,1,74,42,116
EL CHORO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
EL PUENTE(STC),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL VILLAR,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,1,0,0,1,0,2,1,3
ESCOMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
EUCALIPTUS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
GUAYARAMERIN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
HUANUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,6,6,0,0,6,6,12
HUAYLLAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
HUMANATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
ICLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
JESUS DE MACHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
LA GUARDIA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,2,1,0,0,2,2,4
LA PAZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,5,9,9,7,8,11,9,10,13,15,1,5,45,57,102
LLALLAGUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
MAIRANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,3,2,0,0,3,3,6
MAPIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
MECAPACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,1,1,0,0,1,0,0,0,1,2,3,5
MINEROS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
MIZQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,1,0,4,2,0,0,0,0,0,1,2,0,7,3,10
MOCOMOCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTEAGUDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,7,5,3,0,0,6,10,16
MONTERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,1,2,1,24,7,59,19,9,9,95,37,132
MOROCHATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,0,0,0,1,2,0,1,0,4,1,5
ORURO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,56,2,222,1,0,3,278,281
PADILLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PATACAMAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,1,0,1,3,3,5,2,0,7,8,15
PAZÑA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
POCONA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POJO (CBBA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
PUERTO PEREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,0,0,0,0,3,0,0,0,4,0,4
PUERTO RICO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,0,0,0,0,3,0,0,0,4,0,4
PUERTO SUAREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,1,0,0,0,0,0,0,4,1,0,0,4,2,6
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
PUNA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,1,0,0,0,0,0,0,3,5,0,0,3,6,9
QUIME,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,1,0,2,1,1,0,0,4,1,1,0,0,5,6,11
SACABA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,3,0,14,8,15,4,22,10,50,25,3,3,107,50,157
SAN BENITO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,1,3,0,3,0,1,3,5,1,1,1,0,6,13,19
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,2,0,0,0,1,2,1,0,1,0,0,2,5,7
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,3,3,4,0,0,3,7,10
SAN JULIAN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,3,1,0,0,2,0,3,0,0,2,8,10
SANTA ANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,1,2,2,2,3,1,18,15,57,15,0,0,81,35,116
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,1,0,1,2,1,3,0,0,3,5,8
SIPE SIPE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,1,0,0,1,0,0,2,1,3,4
SORACACHI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,1,0,0,1,0,0,0,0,2,1,3
SORATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,1,0,0,0,1,1,0,1,2,3
SUCRE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,17,8,55,20,1,2,73,30,103
TARABUCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,4,2,3,30,36,68,44,2,1,102,88,190
TARVITA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TINGUIPAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TIPUANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
TITO YUPANQUI (PARQUIPUJIO),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,0,0,0,0,1,1,1,0,3,1,4
TOLATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLEDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
TRINIDAD,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TUPIZA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,2,0,6,2,1,2,9,11
TURCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
UNCIA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2
URUBICHA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UYUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VACAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
VALLEGRANDE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,2,2,1,3,1,0,4,5,9
VIACHA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
VILLA RIVERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,1,3,1,0,0,4,2,6
VILLA TUNARI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,2,1,3,0,2,3,4,5,0,0,1,9,12,21
WARNES,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
YAPACANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-01-01,0,0,1,0,0,1,0,4,1,9,0,0,2,14,16
ACHACACHI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,2,0,4,0,0,0,6,6
AIQUILE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
ALALAY,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANCORAIMES,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,3,0,3,1,4
ARAMPAMPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
CABEZAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CALAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMARGO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,1,0,3,4,0,0,4,4,8
CHALLAPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,4,1,2,1,6,7
CHARAGUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CLIZA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
COCHABAMBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,2,0,0,6,8,5,3,0,0,11,13,24
COLCAPIRHUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,1,0,6,2,7,7,19,5,25,14,1,4,59,32,91
COLOMI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,1,0,1,1,1,0,3,1,4
COLQUECHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,1,0,2,0,1,0,4,0,4
COLQUENCHA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
COMARAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,1,0,0,1,1,0,0,1,2,3
CORIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,4,2,0,1,2,6,5,3,2,12,13,25
CORO CORO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
COROICO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COTOCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,2,3,8,11,4,1,18,14,49,25,2,1,83,55,138
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
HUANUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,1,3,0,9,1,0,0,12,2,14
HUAYLLAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
HUMANATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ICLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,2,4,10,8,6,9,5,13,5,13,0,4,28,51,79
LAJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,5,0,1,2,6,2,8
MAIRANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
MAPIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MECAPACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,1,1,1,0,0,0,3,2,0,0,5,3,8
MINEROS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
MIZQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONTEAGUDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,3,2,2,0,0,2,5,7
MONTERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,1,1,3,22,14,63,23,10,7,96,48,144
MOROCHATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
PATACAMAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
PAZÑA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POCONA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
POJO (CBBA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POSTRER VALLE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POTOSI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,1,0,0,1,0,0,1,2,2,1,0,4,4,8
PUERTO GONZALO MORENO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO PEREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,1,0,1,0,1,0,1,1,2,2,3,3,9,12
PUERTO RICO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,1,0,2,1,0,0,3,1,4
PUNA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
PUNATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
QUIME,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
RIBERALTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,1,0,3,1,0,2,0,2,0,2,0,0,4,7,11
SACABA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,18,11,18,10,31,14,60,43,5,4,132,82,214
SAN BENITO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,1,1,2,1,5,1,2,0,3,0,0,3,13,16
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,1,1,1,2,0,0,0,1,1,0,0,0,3,4,7
SAN CARLOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,1,3,3,0,0,3,4,7
SAN JULIAN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2014-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
