,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
COLOMI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,1,0,0,1,0,2,0,0,1,3,4
COLQUECHACA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
COLQUENCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
EL ALTO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,3,0,24,0,0,0,27,27
EL CHORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
EL PUENTE(STC),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL PUENTE(TJA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,3,0,0,0,4,4
EL TORNO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
EL VILLAR,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ESCOMA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
EUCALIPTUS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUANAY,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,1,1,1,0,3,3,2,0,0,4,7,11
HUATAJATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUAYLLAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
INCAHUASI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LA PAZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,2,2,1,0,2,5,25,46,0,0,30,53,83
LAJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LLALLAGUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
MAGDALENA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAIRANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MINEROS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MIZQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MOCOMOCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,1,0,0,1,1,0,0,0,2,1,3
MORO MORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
MOROCHATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
ORURO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,5,0,0,1,5,6
PADILLA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PATACAMAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,3,0,2,3,0,5,0,0,5,8,13
POCONA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
POOPO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORTACHUELO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
POTOSI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,1,0,2,1,0,1,1,0,0,4,0,0,4,6,10
PUCARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO PEREZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO RICO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,7,0,0,0,8,8
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
PUNATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,1,11,0,1,1,13,14
QUILLACOLLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,11,0,0,0,11,11
QUIME,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RAVELO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
RIBERALTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RURRENABAQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
SABAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,3,1,17,0,2,1,22,23
SACABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,3,0,1,0,4,4
SACACA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAIPINA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN CARLOS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN JULIAN,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
SAN LUCAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN PEDRO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA ANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,5,4,9,0,0,5,14,19
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,0,1,2,0,0,2,2,4
SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
SIPE SIPE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
SORATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,1,2,0,0,1,3,4
SUCRE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,2,0,16,0,1,0,19,19
TARABUCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARACO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,1,6,18,8,5,5,15,3,27,5,4,1,70,28,98
TIAWANACU,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIQUIPAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,1,2,3,9,1,1,5,12,17
TOLATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
TORO TORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
TRINIDAD,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TUPIZA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,1,0,1,6,0,5,0,2,2,13,15
UYUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
VILLA RIVERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
VILLA TUNARI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
VILLAZON,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
YOTALA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-01-01,0,0,0,0,0,0,0,0,3,0,1,0,4,0,4
ACHACACHI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,1,0,1,0,3,3
AIQUILE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ALALAY,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAMPAMPA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
ATOCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CABEZAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CAMARGO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,3,0,0,0,4,4
CAMIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CARACOLLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARAPARI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CHALLAPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,1,0,0,0,4,0,0,2,0,2,5,7
CHIPAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHUMA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
CLIZA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
COBIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,1,0,0,0,1,1,3,0,0,1,5,6
COCHABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,4,7,1,12,1,1,6,20,26
COIPASA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
COLLANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLQUECHACA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
CORIPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,1,3,0,0,1,4,5
COROICO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
EL ALTO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,1,0,0,0,2,0,5,2,33,0,1,2,42,44
EL CHORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL PUENTE(STC),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,1,7,0,0,1,7,8
GENERAL SAAVEDRA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAQUI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
GUAYARAMERIN,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,1,1,1,1,5,0,0,2,7,9
HUAYLLAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
JESUS DE MACHACA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA ASUNTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LA PAZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,1,0,0,1,4,21,32,0,2,22,39,61
LLALLAGUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,1,4,2,3,0,0,3,7,10
MAPIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MINEROS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MIZQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOJOCOYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MONTEAGUDO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
MONTERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,1,1,2,0,0,0,3,1,4
MORO MORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ORURO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
PADCAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PADILLA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
PALOS BLANCOS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PATACAMAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,1,0,1,1,0,4,0,0,2,5,7
POCOATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POCONA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,1,0,0,0,0,5,0,0,1,5,6
POTOSI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,2,0,1,0,0,0,0,0,0,2,0,0,3,2,5
PUCARA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUCARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,1,0,2,0,3,0,2,0,8,8
PUERTO ACOSTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO QUIJARRO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PUERTO RICO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
PUNATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,1,8,0,0,1,9,10
QUILLACOLLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
QUIME,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
RURRENABAQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2
SACABA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,3,2,2,11,0,0,5,13,18
SACABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN BENITO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN JULIAN,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA ANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,3,1,2,0,0,1,5,6
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,1,0,1,2,0,25,0,4,2,31,33
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTIAGO DE HUARI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SIPE SIPE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SORATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
SUCRE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,1,0,0,15,0,0,1,15,16
TARIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,4,0,18,13,18,4,4,6,17,11,9,3,70,37,107
TIAWANACU,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
TINGUIPAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2014-02-01,0,0,0,0,0,0,0,3,1,7,0,1,1,11,12
