,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COMARAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,1,1,0,1,2,3
CORIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,2,0,1,0,1,0,3,1,3,2,10,3,13
COTOCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,0,0,2,0,0,1,2,3
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,3,2,8,11,5,8,31,3,77,13,2,3,126,40,166
EL PUENTE(STC),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,4,1,0,0,0,1,0,0,1,0,5,2,7
EL VILLAR,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,1,0,1,0,0,0,0,0,1,1,0,0,3,1,4
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,2,2,3,0,0,2,5,7
ESCOMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,0,2,0,1,1,4,1,5
EUCALIPTUS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GENERAL SAAVEDRA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUANAY,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
HUANUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,3,1,3,0,0,0,6,1,7
JESUS DE MACHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
LA GUARDIA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
LA PAZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,1,4,2,1,2,2,8,2,9,1,1,10,23,33
LLALLAGUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
MAIRANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,0,2,2,0,0,3,2,5
MECAPACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,1,0,0,0,0,0,4,6,3,1,8,7,15
MINEROS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MIZQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,2,0,1,1,3,4
MONTEAGUDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,2,4,0,0,2,4,6
MONTERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,13,3,32,10,3,2,48,15,63
MORO MORO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MOROCHATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ORURO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,0,2,3,7,3,3,6,13,19
PADILLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PAMPA GRANDE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PATACAMAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,1,0,0,3,3,3,0,0,4,6,10
PAZÑA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
POCONA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,1,3,0,0,1,4,5
POJO (CBBA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PORTACHUELO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,1,0,0,0,0,0,4,0,1,0,6,6
POTOSI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,1,0,0,1,0,1,0,0,2,3,2,0,5,5,10
PUCARANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO ACOSTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO PEREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,2,0,1,3,3,3,6
PUERTO QUIJARRO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,2,1,0,1,0,0,2,2,4
PUERTO SUAREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,3,1,0,0,3,2,5
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUNA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,1,1,1,0,0,1,0,0,3,2,2,4,7,11
PUNATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,1,0,0,0,1,0,0,4,3,0,0,4,5,9
QUILLACOLLO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,2,0,0,0,2,0,1,0,5,5
RIBERALTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ROBORE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SACABA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,0,1,1,1,0,0,1,3,4
SACACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAMAIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BENITO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,1,1,2,0,1,0,0,0,4,1,5
SAN CARLOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,0,0,1,3,0,0,1,4,5
SAN JULIAN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LUCAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SAN PEDRO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,0,0,2,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,3,3,0,31,6,69,25,3,0,106,34,140
SANTIAGO DE CALLAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,1,0,1,1,1,0,2,0,2,0,7,1,8
SICAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SIPE SIPE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,2,4,3,2,0,0,5,7,12
SORATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,0,2,2,0,1,3,3,6
SUCRE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,20,5,76,15,3,4,99,24,123
TACACOMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARABUCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
TARACO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARIJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,17,7,40,16,5,0,62,23,85
TARVITA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,2,0,3,3
TEOPONTE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TIPUANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,3,0,0,0,3,1,4
TIQUIPAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,1,2,2,0,0,3,3,6
TITO YUPANQUI (PARQUIPUJIO),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,1,0,0,1,0,1,1,0,0,2,2,4
TOLATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TOTORA(CBBA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TOTORA(ORR),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TRINIDAD,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TUPIZA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,1,1,0,1,0,1,0,0,5,0,0,3,6,9
UYUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VACAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
VALLEGRANDE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,3,0,1,0,0,0,4,4
VILLA SERRANO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
VILLA TUNARI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,1,1,0,1,1,0,6,0,0,0,8,2,10
WARNES,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-01-01,0,0,0,0,0,0,1,1,1,1,1,0,3,2,5
ACACIO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHOCALLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AIQUILE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
ANCORAIMES,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
APOLO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2
ARAMPAMPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,1,2,2,0,1,2,4,6
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AUCAPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BOYUIBE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,2,0,4,2,0,0,6,2,8
CARMEN RIVERO TORREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CHALLAPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,1,3,2,0,0,3,3,6
CHIMORE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHIPAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,1,1,10,4,5,1,10,5,20,22,7,4,53,37,90
CLIZA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,3,0,1,1,4,5
COCHABAMBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,1,4,3,1,2,82,61,210,113,25,15,322,195,517
COLCAPIRHUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,3,4,2,4,10,4,20,4,3,1,38,17,55
COLLANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,1,0,1,0,4,1,6,2,12,3,15
COLOMI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
COLQUIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COMARAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CONCEPCION,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CORIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,6,3,2,2,2,2,17,9,3,6,30,22,52
COROICO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,1,8,2,0,8,2,14,10,7,4,32,24,56
COTOCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,1,0,9,3,15,1,0,0,25,4,29
EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,1,1,15,5,11,12,24,9,47,19,4,4,102,50,152
EL PUENTE(STC),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,1,1,1,0,0,2,2,4
EL TORNO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ESCOMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,2,4,2,0,0,4,4,8
EUREKA (SANTOS MERCADO),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
GUAYARAMERIN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,0,8,2,0,0,9,2,11
HUARINA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
INQUISIVI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,2,0,0,1,1,0,3,3,1,1,7,5,12
JESUS DE MACHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
LA ASUNTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,1,1,10,5,2,2,5,3,11,8,4,0,33,19,52
LA PAZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,7,4,3,4,5,5,4,7,0,7,1,1,20,28,48
LAGUNILLAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LAJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,1,0,0,1,1,1,3,1,0,1,5,4,9
MAIRANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MAPIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,1,2,0,1,0,3,1,4
MECAPACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,0,3,0,2,0,6,0,6
MIZQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,1,0,0,0,0,0,0,1,0,2,0,0,1,3,4
MONTEAGUDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,3,2,9,3,1,0,13,5,18
MONTERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,8,0,16,8,2,1,26,9,35
MOROCHATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,2,1,0,2,1,1,2,0,1,0,6,4,10
ORURO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,1,9,2,0,0,10,3,13
PADCAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PADILLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,1,1,1,1,0,0,2,2,4
PATACAMAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,2,3,3,1,0,4,5,9
POCONA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
POJO (CBBA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
PORTACHUELO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,4,0,1,0,1,0,6,6
POSTRER VALLE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POTOSI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2013-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
