municipality,group,variable,month,TOTAL
MORO MORO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-07-01,1
PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-07-01,150
PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-07-01,3
QUIME,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-07-01,2
TOTORA(ORR),eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-07-01,1
TRIGAL,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-07-01,51
ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,1
ANZALDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,1
"CAIZA ""D""",eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,1
ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,33
JESUS DE MACHACA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,1
PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,81
POJO (CBBA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,1
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,1
TINGUIPAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,163
TRIGAL,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,51
VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,1
VILA VILA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-08-01,501
CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,37
LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,206
MONTEAGUDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,90
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,223
PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,102
PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,2
SOPACHUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,108
TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,102
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,1
TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,107
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-09-01,53
ACHACACHI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,101
ALALAY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,31
CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,455
CARAPARI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,19
PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,1
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,26
VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,9
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-10-01,236
ACHACACHI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-11-01,16
CKOCHAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-11-01,103
ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-11-01,39
MOJOCOYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-11-01,54
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-11-01,41
TOTORA(ORR),eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-11-01,6
VITICHI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-11-01,34
ARQUE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,71
"COLCHA ""K""",eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,10
COTAGAITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,101
CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,21
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,1731
SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,1
TINGUIPAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,201
VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2018-12-01,373
