,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
CHACARILLA,talla para la edad (t/e),talla normal (t n),2009-11-01,2,3,1,0,0,0,3,3,6
CHALLAPATA,talla para la edad (t/e),talla normal (t n),2009-11-01,202,194,119,114,100,102,421,410,831
CHAQUI,talla para la edad (t/e),talla normal (t n),2009-11-01,39,42,24,26,27,27,90,95,185
CHARAGUA,talla para la edad (t/e),talla normal (t n),2009-11-01,178,178,147,139,231,216,556,533,1089
CHARAÑA,talla para la edad (t/e),talla normal (t n),2009-11-01,7,12,7,7,7,9,21,28,49
CHAYANTA,talla para la edad (t/e),talla normal (t n),2009-11-01,81,89,37,52,51,62,169,203,372
CHIMORE,talla para la edad (t/e),talla normal (t n),2009-11-01,68,33,61,57,76,101,205,191,396
CHIPAYA,talla para la edad (t/e),talla normal (t n),2009-11-01,9,12,12,8,5,6,26,26,52
CHOQUE COTA,talla para la edad (t/e),talla normal (t n),2009-11-01,12,5,6,3,19,12,37,20,57
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla normal (t n),2009-11-01,74,49,25,19,9,15,108,83,191
CHUMA,talla para la edad (t/e),talla normal (t n),2009-11-01,70,37,33,26,37,38,140,101,241
CLIZA,talla para la edad (t/e),talla normal (t n),2009-11-01,205,153,93,84,94,73,392,310,702
COBIJA,talla para la edad (t/e),talla normal (t n),2009-11-01,119,132,81,71,58,52,258,255,513
COCHABAMBA,talla para la edad (t/e),talla normal (t n),2009-11-01,945,865,581,482,542,532,2068,1879,3947
COIPASA,talla para la edad (t/e),talla normal (t n),2009-11-01,13,13,5,7,12,10,30,30,60
COLCAPIRHUA,talla para la edad (t/e),talla normal (t n),2009-11-01,265,212,142,120,145,98,552,430,982
"COLCHA ""K""",talla para la edad (t/e),talla normal (t n),2009-11-01,74,73,42,42,51,57,167,172,339
COLLANA,talla para la edad (t/e),talla normal (t n),2009-11-01,8,13,12,11,12,12,32,36,68
COLOMI,talla para la edad (t/e),talla normal (t n),2009-11-01,156,142,85,81,70,48,311,271,582
COLPA BELGICA,talla para la edad (t/e),talla normal (t n),2009-11-01,35,46,14,14,18,18,67,78,145
COLQUECHACA,talla para la edad (t/e),talla normal (t n),2009-11-01,228,232,196,201,73,57,497,490,987
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2009-11-01,57,74,44,37,45,52,146,163,309
COLQUIRI,talla para la edad (t/e),talla normal (t n),2009-11-01,121,132,76,65,36,50,233,247,480
COMANCHE,talla para la edad (t/e),talla normal (t n),2009-11-01,13,12,5,9,9,7,27,28,55
COMARAPA,talla para la edad (t/e),talla normal (t n),2009-11-01,118,95,71,73,61,58,250,226,476
COMBAYA,talla para la edad (t/e),talla normal (t n),2009-11-01,15,12,16,11,21,17,52,40,92
CONCEPCION,talla para la edad (t/e),talla normal (t n),2009-11-01,101,96,39,44,39,32,179,172,351
COPACABANA,talla para la edad (t/e),talla normal (t n),2009-11-01,74,66,57,49,66,46,197,161,358
CORIPATA,talla para la edad (t/e),talla normal (t n),2009-11-01,71,65,23,38,33,36,127,139,266
CORO CORO,talla para la edad (t/e),talla normal (t n),2009-11-01,49,57,28,39,24,22,101,118,219
COROICO,talla para la edad (t/e),talla normal (t n),2009-11-01,109,104,74,88,73,68,256,260,516
CORQUE,talla para la edad (t/e),talla normal (t n),2009-11-01,35,39,28,36,30,18,93,93,186
COTAGAITA,talla para la edad (t/e),talla normal (t n),2009-11-01,138,125,84,95,133,148,355,368,723
COTOCA,talla para la edad (t/e),talla normal (t n),2009-11-01,291,284,168,156,165,166,624,606,1230
CUATRO CAÑADAS,talla para la edad (t/e),talla normal (t n),2009-11-01,110,116,72,73,160,184,342,373,715
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla normal (t n),2009-11-01,11,9,4,9,1,7,16,25,41
CUEVO,talla para la edad (t/e),talla normal (t n),2009-11-01,40,28,26,15,41,57,107,100,207
CULPINA,talla para la edad (t/e),talla normal (t n),2009-11-01,144,122,93,81,134,139,371,342,713
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2009-11-01,29,42,15,23,12,9,56,74,130
CURVA,talla para la edad (t/e),talla normal (t n),2009-11-01,15,10,9,7,9,8,33,25,58
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2009-11-01,28,47,26,32,28,43,82,122,204
EL ALTO,talla para la edad (t/e),talla normal (t n),2009-11-01,4501,4261,2226,2046,1414,1288,8141,7595,15736
EL CHORO,talla para la edad (t/e),talla normal (t n),2009-11-01,40,48,20,36,33,13,93,97,190
EL PUENTE(STC),talla para la edad (t/e),talla normal (t n),2009-11-01,111,75,84,70,121,86,316,231,547
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2009-11-01,53,41,50,60,59,80,162,181,343
EL TORNO,talla para la edad (t/e),talla normal (t n),2009-11-01,319,285,153,163,186,159,658,607,1265
EL VILLAR,talla para la edad (t/e),talla normal (t n),2009-11-01,34,32,27,24,68,69,129,125,254
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-11-01,156,136,173,159,145,145,474,440,914
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-11-01,288,208,177,144,168,176,633,528,1161
ESCARA,talla para la edad (t/e),talla normal (t n),2009-11-01,1,2,0,0,1,4,2,6,8
ESMERALDA,talla para la edad (t/e),talla normal (t n),2009-11-01,1,0,0,0,3,3,4,3,7
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2009-11-01,45,44,40,27,31,30,116,101,217
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla normal (t n),2009-11-01,3,7,5,6,6,3,14,16,30
EXALTACION,talla para la edad (t/e),talla normal (t n),2009-11-01,9,1,7,7,13,12,29,20,49
FERNANDEZ ALONSO,talla para la edad (t/e),talla normal (t n),2009-11-01,100,83,68,44,67,69,235,196,431
FILADELFIA,talla para la edad (t/e),talla normal (t n),2009-11-01,26,13,13,9,17,12,56,34,90
GENERAL SAAVEDRA,talla para la edad (t/e),talla normal (t n),2009-11-01,116,89,102,99,109,107,327,295,622
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2009-11-01,66,49,35,37,47,50,148,136,284
GUANAY,talla para la edad (t/e),talla normal (t n),2009-11-01,75,85,47,56,62,70,184,211,395
GUAQUI,talla para la edad (t/e),talla normal (t n),2009-11-01,24,32,22,30,20,19,66,81,147
GUAYARAMERIN,talla para la edad (t/e),talla normal (t n),2009-11-01,325,314,124,131,138,121,587,566,1153
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2009-11-01,50,58,47,51,40,41,137,150,287
HUACARETA,talla para la edad (t/e),talla normal (t n),2009-11-01,64,56,37,43,77,82,178,181,359
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla normal (t n),2009-11-01,15,8,9,10,27,34,51,52,103
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2009-11-01,11,8,2,5,8,8,21,21,42
HUANUNI,talla para la edad (t/e),talla normal (t n),2009-11-01,176,175,62,87,65,50,303,312,615
HUARACAJE,talla para la edad (t/e),talla normal (t n),2009-11-01,28,22,14,20,14,17,56,59,115
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2009-11-01,21,32,21,30,19,29,61,91,152
ICHOCA,talla para la edad (t/e),talla normal (t n),2009-11-01,24,13,11,11,13,22,48,46,94
ICLA,talla para la edad (t/e),talla normal (t n),2009-11-01,54,46,52,74,172,192,278,312,590
INCAHUASI,talla para la edad (t/e),talla normal (t n),2009-11-01,163,159,95,117,161,147,419,423,842
INGAVI (HUMAITA),talla para la edad (t/e),talla normal (t n),2009-11-01,13,9,7,9,10,9,30,27,57
INQUISIVI,talla para la edad (t/e),talla normal (t n),2009-11-01,75,66,40,43,40,37,155,146,301
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2009-11-01,86,61,46,31,71,76,203,168,371
IXIAMAS,talla para la edad (t/e),talla normal (t n),2009-11-01,55,67,26,31,24,28,105,126,231
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-11-01,70,69,42,34,53,67,165,170,335
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2009-11-01,180,159,78,63,27,23,285,245,530
LA GUARDIA,talla para la edad (t/e),talla normal (t n),2009-11-01,474,431,200,205,234,228,908,864,1772
LA PAZ,talla para la edad (t/e),talla normal (t n),2009-11-01,3815,3557,1768,1626,2107,2119,7690,7302,14992
LA RIVERA,talla para la edad (t/e),talla normal (t n),2009-11-01,0,1,1,0,1,0,2,1,3
LAGUNILLAS,talla para la edad (t/e),talla normal (t n),2009-11-01,68,66,57,47,114,100,239,213,452
LAJA,talla para la edad (t/e),talla normal (t n),2009-11-01,95,93,55,67,38,44,188,204,392
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2009-11-01,22,14,25,9,64,65,111,88,199
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2009-11-01,24,28,9,14,14,32,47,74,121
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2009-11-01,188,182,94,100,89,74,371,356,727
LLICA,talla para la edad (t/e),talla normal (t n),2009-11-01,30,34,31,16,16,26,77,76,153
LORETO,talla para la edad (t/e),talla normal (t n),2009-11-01,37,23,26,18,35,40,98,81,179
LURIBAY,talla para la edad (t/e),talla normal (t n),2009-11-01,50,37,33,39,29,34,112,110,222
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2009-11-01,38,32,28,22,18,20,84,74,158
MACHARETI,talla para la edad (t/e),talla normal (t n),2009-11-01,59,55,68,49,109,98,236,202,438
MAGDALENA,talla para la edad (t/e),talla normal (t n),2009-11-01,93,68,36,35,28,36,157,139,296
MAIRANA,talla para la edad (t/e),talla normal (t n),2009-11-01,83,68,46,42,60,70,189,180,369
MALLA,talla para la edad (t/e),talla normal (t n),2009-11-01,18,12,6,6,16,17,40,35,75
MAPIRI,talla para la edad (t/e),talla normal (t n),2009-11-01,99,108,79,67,44,53,222,228,450
MECAPACA,talla para la edad (t/e),talla normal (t n),2009-11-01,95,69,37,33,43,42,175,144,319
MINEROS,talla para la edad (t/e),talla normal (t n),2009-11-01,146,155,124,108,112,88,382,351,733
MIZQUE,talla para la edad (t/e),talla normal (t n),2009-11-01,140,154,104,178,137,124,381,456,837
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2009-11-01,89,68,46,42,48,40,183,150,333
MOJINETE,talla para la edad (t/e),talla normal (t n),2009-11-01,6,7,2,1,6,7,14,15,29
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2009-11-01,52,53,30,43,108,122,190,218,408
MONTEAGUDO,talla para la edad (t/e),talla normal (t n),2009-11-01,182,183,163,158,243,227,588,568,1156
MONTERO,talla para la edad (t/e),talla normal (t n),2009-11-01,717,741,431,370,420,410,1568,1521,3089
MORO MORO,talla para la edad (t/e),talla normal (t n),2009-11-01,18,21,18,10,23,26,59,57,116
MOROCHATA,talla para la edad (t/e),talla normal (t n),2009-11-01,215,227,178,146,110,118,503,491,994
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla normal (t n),2009-11-01,10,10,10,3,11,9,31,22,53
NAZACARA DE PACAJES,talla para la edad (t/e),talla normal (t n),2009-11-01,3,3,1,1,0,0,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla normal (t n),2009-11-01,14,13,19,12,13,15,46,40,86
OCURI,talla para la edad (t/e),talla normal (t n),2009-11-01,138,143,101,105,72,75,311,323,634
OKINAWA,talla para la edad (t/e),talla normal (t n),2009-11-01,111,76,75,58,81,99,267,233,500
OMEREQUE,talla para la edad (t/e),talla normal (t n),2009-11-01,33,36,24,9,22,30,79,75,154
ORURO,talla para la edad (t/e),talla normal (t n),2009-11-01,1182,1161,630,659,477,501,2289,2321,4610
PADCAYA,talla para la edad (t/e),talla normal (t n),2009-11-01,147,119,117,129,130,120,394,368,762
PADILLA,talla para la edad (t/e),talla normal (t n),2009-11-01,75,59,52,61,153,161,280,281,561
PAILON,talla para la edad (t/e),talla normal (t n),2009-11-01,178,155,111,122,94,123,383,400,783
PALCA,talla para la edad (t/e),talla normal (t n),2009-11-01,73,52,38,21,22,16,133,89,222
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2009-11-01,165,165,112,100,111,99,388,364,752
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2009-11-01,15,18,7,16,13,9,35,43,78
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2009-11-01,43,36,17,27,31,27,91,90,181
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2009-11-01,19,13,7,12,5,7,31,32,63
PASORAPA,talla para la edad (t/e),talla normal (t n),2009-11-01,17,15,19,15,26,26,62,56,118
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2009-11-01,133,153,84,79,33,54,250,286,536
PAZÑA,talla para la edad (t/e),talla normal (t n),2009-11-01,33,46,25,42,28,31,86,119,205
PELECHUCO,talla para la edad (t/e),talla normal (t n),2009-11-01,33,34,32,21,23,26,88,81,169
POCOATA,talla para la edad (t/e),talla normal (t n),2009-11-01,138,182,113,131,111,114,362,427,789
POCONA,talla para la edad (t/e),talla normal (t n),2009-11-01,49,62,48,71,34,36,131,169,300
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2009-11-01,107,102,79,74,70,73,256,249,505
POOPO,talla para la edad (t/e),talla normal (t n),2009-11-01,46,26,21,20,7,28,74,74,148
PORCO,talla para la edad (t/e),talla normal (t n),2009-11-01,56,74,33,31,23,29,112,134,246
POROMA,talla para la edad (t/e),talla normal (t n),2009-11-01,95,98,65,75,96,79,256,252,508
PORONGO,talla para la edad (t/e),talla normal (t n),2009-11-01,75,43,41,36,58,49,174,128,302
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2009-11-01,96,107,71,60,85,93,252,260,512
PORVENIR,talla para la edad (t/e),talla normal (t n),2009-11-01,55,46,48,40,43,45,146,131,277
POSTRER VALLE,talla para la edad (t/e),talla normal (t n),2009-11-01,1,2,0,0,1,3,2,5,7
POTOSI,talla para la edad (t/e),talla normal (t n),2009-11-01,1134,1099,500,487,442,418,2076,2004,4080
PRESTO,talla para la edad (t/e),talla normal (t n),2009-11-01,69,67,41,52,82,70,192,189,381
PUCARA,talla para la edad (t/e),talla normal (t n),2009-11-01,8,10,9,5,7,7,24,22,46
PUCARANI,talla para la edad (t/e),talla normal (t n),2009-11-01,189,191,86,95,55,71,330,357,687
PUERTO ACOSTA,talla para la edad (t/e),talla normal (t n),2009-11-01,83,67,60,71,37,40,180,178,358
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2009-11-01,76,72,44,44,59,52,179,168,347
PUERTO GONZALO MORENO,talla para la edad (t/e),talla normal (t n),2009-11-01,49,48,33,24,30,41,112,113,225
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2009-11-01,26,21,19,24,17,17,62,62,124
PUERTO QUIJARRO,talla para la edad (t/e),talla normal (t n),2009-11-01,122,118,40,42,11,14,173,174,347
PUERTO RICO,talla para la edad (t/e),talla normal (t n),2009-11-01,50,59,35,39,36,33,121,131,252
PUERTO SILES,talla para la edad (t/e),talla normal (t n),2009-11-01,2,5,6,8,4,5,12,18,30
PUERTO SUAREZ,talla para la edad (t/e),talla normal (t n),2009-11-01,110,108,28,27,25,12,163,147,310
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2009-11-01,434,398,275,227,271,272,980,897,1877
PUNA,talla para la edad (t/e),talla normal (t n),2009-11-01,229,202,177,165,241,244,647,611,1258
PUNATA,talla para la edad (t/e),talla normal (t n),2009-11-01,226,246,161,157,106,106,493,509,1002
QUIABAYA,talla para la edad (t/e),talla normal (t n),2009-11-01,25,9,9,12,24,12,58,33,91
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2009-11-01,435,426,271,261,178,186,884,873,1757
QUIME,talla para la edad (t/e),talla normal (t n),2009-11-01,97,63,41,42,49,59,187,164,351
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2009-11-01,8,12,12,15,17,11,37,38,75
RAVELO,talla para la edad (t/e),talla normal (t n),2009-11-01,139,135,82,107,173,116,394,358,752
REYES,talla para la edad (t/e),talla normal (t n),2009-11-01,93,103,53,59,55,70,201,232,433
RIBERALTA,talla para la edad (t/e),talla normal (t n),2009-11-01,664,607,420,399,323,294,1407,1300,2707
ROBORE,talla para la edad (t/e),talla normal (t n),2009-11-01,113,126,96,80,90,71,299,277,576
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2009-11-01,3,4,1,1,3,1,7,6,13
SABAYA,talla para la edad (t/e),talla normal (t n),2009-11-01,18,29,8,14,12,9,38,52,90
SACABA,talla para la edad (t/e),talla normal (t n),2009-11-01,610,539,361,370,304,290,1275,1199,2474
SACABAMBA,talla para la edad (t/e),talla normal (t n),2009-11-01,29,25,31,17,29,37,89,79,168
SACACA,talla para la edad (t/e),talla normal (t n),2009-11-01,102,148,75,87,97,96,274,331,605
SAIPINA,talla para la edad (t/e),talla normal (t n),2009-11-01,42,42,11,16,15,23,68,81,149
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2009-11-01,64,53,61,56,74,62,199,171,370
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2009-11-01,61,56,32,30,43,28,136,114,250
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2009-11-01,7,8,5,5,7,11,19,24,43
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2009-11-01,72,51,48,58,67,69,187,178,365
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-11-01,15,16,9,19,13,17,37,52,89
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2009-11-01,14,18,10,11,10,16,34,45,79
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2009-11-01,52,41,46,43,95,97,193,181,374
SAN BENITO,talla para la edad (t/e),talla normal (t n),2009-11-01,89,77,45,51,61,61,195,189,384
SAN BORJA,talla para la edad (t/e),talla normal (t n),2009-11-01,451,415,204,230,296,309,951,954,1905
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2009-11-01,80,81,32,32,47,50,159,163,322
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2009-11-01,100,103,50,59,64,55,214,217,431
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2009-11-01,82,92,92,64,103,97,277,253,530
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-11-01,47,39,37,52,72,36,156,127,283
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2009-11-01,12,6,5,8,25,12,42,26,68
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2009-11-01,121,93,56,44,72,62,249,199,448
SAN JOAQUIN,talla para la edad (t/e),talla normal (t n),2009-11-01,34,39,18,30,20,23,72,92,164
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2009-11-01,96,90,52,60,69,56,217,206,423
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2009-11-01,20,27,28,23,27,11,75,61,136
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2009-11-01,63,54,48,39,61,63,172,156,328
SAN LORENZO(PND),talla para la edad (t/e),talla normal (t n),2009-11-01,22,18,5,3,8,5,35,26,61
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2009-11-01,150,120,124,85,112,92,386,297,683
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2009-11-01,309,252,208,191,401,372,918,815,1733
SAN MATIAS,talla para la edad (t/e),talla normal (t n),2009-11-01,83,107,55,56,44,54,182,217,399
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-11-01,8,7,5,5,4,5,17,17,34
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2009-11-01,15,12,8,12,6,8,29,32,61
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2009-11-01,90,74,65,69,72,68,227,211,438
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-11-01,141,153,102,99,86,93,329,345,674
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2009-11-01,9,5,1,10,5,2,15,17,32
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2009-11-01,3,1,2,3,4,2,9,6,15
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2009-11-01,16,16,11,8,12,22,39,46,85
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2009-11-01,2,4,0,2,1,1,3,7,10
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2009-11-01,7,10,10,15,18,17,35,42,77
SAN RAMON,talla para la edad (t/e),talla normal (t n),2009-11-01,29,39,15,18,29,23,73,80,153
SANTA ANA,talla para la edad (t/e),talla normal (t n),2009-11-01,180,178,86,95,68,75,334,348,682
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2009-11-01,4028,3705,1837,1667,1569,1451,7434,6823,14257
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2009-11-01,54,47,33,30,29,33,116,110,226
SANTA ROSA DEL SARA,talla para la edad (t/e),talla normal (t n),2009-11-01,74,72,43,46,72,93,189,211,400
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2009-11-01,21,23,22,30,8,8,51,61,112
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2009-11-01,49,40,47,35,43,49,139,124,263
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-11-01,22,25,10,17,18,11,50,53,103
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2009-11-01,2,2,2,1,5,3,9,6,15
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2009-11-01,15,15,9,12,17,25,41,52,93
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2009-11-01,54,42,28,39,45,41,127,122,249
SENA,talla para la edad (t/e),talla normal (t n),2009-11-01,43,45,31,29,28,21,102,95,197
