municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
CALAMARCA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,2,0,3,3
CAMIRI,desnutricion global,desnutricion grave (g),2005-01-01,5,12,5,10,10,22,32
CAPINOTA,desnutricion global,desnutricion grave (g),2005-01-01,3,0,1,0,4,0,4
CAQUIAVIRI,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
CARANAVI,desnutricion global,desnutricion grave (g),2005-01-01,8,6,5,4,13,10,23
CARAPARI,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
CHALLAPATA,desnutricion global,desnutricion grave (g),2005-01-01,2,3,0,0,2,3,5
CHARAGUA,desnutricion global,desnutricion grave (g),2005-01-01,7,4,2,2,9,6,15
CHAYANTA,desnutricion global,desnutricion grave (g),2005-01-01,3,3,1,1,4,4,8
CHIMORE,desnutricion global,desnutricion grave (g),2005-01-01,0,0,0,1,0,1,1
CHUMA,desnutricion global,desnutricion grave (g),2005-01-01,0,2,0,0,0,2,2
CLIZA,desnutricion global,desnutricion grave (g),2005-01-01,4,2,0,0,4,2,6
COBIJA,desnutricion global,desnutricion grave (g),2005-01-01,2,1,0,1,2,2,4
COCHABAMBA,desnutricion global,desnutricion grave (g),2005-01-01,14,12,3,0,17,12,29
COLCAPIRHUA,desnutricion global,desnutricion grave (g),2005-01-01,3,0,0,0,3,0,3
COLOMI,desnutricion global,desnutricion grave (g),2005-01-01,2,2,1,1,3,3,6
COLPA BELGICA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
COLQUECHACA,desnutricion global,desnutricion grave (g),2005-01-01,6,1,3,0,9,1,10
COLQUIRI,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,2,1,2,3
COMARAPA,desnutricion global,desnutricion grave (g),2005-01-01,2,3,0,0,2,3,5
CORQUE,desnutricion global,desnutricion grave (g),2005-01-01,1,1,0,0,1,1,2
COTAGAITA,desnutricion global,desnutricion grave (g),2005-01-01,6,4,4,2,10,6,16
COTOCA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,1,0,2,2
CULPINA,desnutricion global,desnutricion grave (g),2005-01-01,3,4,2,1,5,5,10
EL ALTO,desnutricion global,desnutricion grave (g),2005-01-01,18,21,11,10,29,31,60
EL PUENTE(TJA),desnutricion global,desnutricion grave (g),2005-01-01,0,0,0,1,0,1,1
EL TORNO,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
EL VILLAR,desnutricion global,desnutricion grave (g),2005-01-01,0,0,0,1,0,1,1
ENTRE RIOS,desnutricion global,desnutricion grave (g),2005-01-01,3,2,3,3,6,5,11
ENTRE RIOS,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,1,1,1,2
EUCALIPTUS,desnutricion global,desnutricion grave (g),2005-01-01,1,1,0,0,1,1,2
GENERAL SAAVEDRA,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
GUANAY,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
GUTIERREZ,desnutricion global,desnutricion grave (g),2005-01-01,7,3,3,5,10,8,18
HUACARETA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,1,0,2,2
HUACAYA (VILLA DE HUACAYA),desnutricion global,desnutricion grave (g),2005-01-01,0,0,2,1,2,1,3
HUANUNI,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,0,2,0,2
HUAYLLAMARCA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
ICHOCA,desnutricion global,desnutricion grave (g),2005-01-01,0,0,1,0,1,0,1
ICLA,desnutricion global,desnutricion grave (g),2005-01-01,6,0,0,1,6,1,7
INCAHUASI,desnutricion global,desnutricion grave (g),2005-01-01,3,3,1,1,4,4,8
INQUISIVI,desnutricion global,desnutricion grave (g),2005-01-01,0,0,0,1,0,1,1
IXIAMAS,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,1,2,1,3
LA ASUNTA,desnutricion global,desnutricion grave (g),2005-01-01,2,4,6,4,8,8,16
LA GUARDIA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,2,3,2,4,6
LA PAZ,desnutricion global,desnutricion grave (g),2005-01-01,9,5,1,8,10,13,23
LAJA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
LLALLAGUA,desnutricion global,desnutricion grave (g),2005-01-01,3,3,2,3,5,6,11
LLICA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
LURIBAY,desnutricion global,desnutricion grave (g),2005-01-01,0,2,0,0,0,2,2
MACHACAMARCA,desnutricion global,desnutricion grave (g),2005-01-01,0,0,0,1,0,1,1
MACHARETI,desnutricion global,desnutricion grave (g),2005-01-01,2,1,2,1,4,2,6
MAGDALENA,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,1,2,1,3
MAPIRI,desnutricion global,desnutricion grave (g),2005-01-01,2,1,0,1,2,2,4
MECAPACA,desnutricion global,desnutricion grave (g),2005-01-01,0,0,1,1,1,1,2
MINEROS,desnutricion global,desnutricion grave (g),2005-01-01,9,4,2,1,11,5,16
MIZQUE,desnutricion global,desnutricion grave (g),2005-01-01,0,0,4,2,4,2,6
MOJOCOYA,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,0,2,0,2
MONTEAGUDO,desnutricion global,desnutricion grave (g),2005-01-01,1,4,1,0,2,4,6
MONTERO,desnutricion global,desnutricion grave (g),2005-01-01,15,2,6,1,21,3,24
MORO MORO,desnutricion global,desnutricion grave (g),2005-01-01,1,0,1,1,2,1,3
OCURI,desnutricion global,desnutricion grave (g),2005-01-01,7,7,5,3,12,10,22
OKINAWA,desnutricion global,desnutricion grave (g),2005-01-01,2,3,0,0,2,3,5
ORURO,desnutricion global,desnutricion grave (g),2005-01-01,5,6,2,1,7,7,14
PADCAYA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
PADILLA,desnutricion global,desnutricion grave (g),2005-01-01,2,1,1,2,3,3,6
PAILON,desnutricion global,desnutricion grave (g),2005-01-01,0,0,2,0,2,0,2
PALCA,desnutricion global,desnutricion grave (g),2005-01-01,5,2,0,0,5,2,7
PALOS BLANCOS,desnutricion global,desnutricion grave (g),2005-01-01,1,5,1,2,2,7,9
PAMPA GRANDE,desnutricion global,desnutricion grave (g),2005-01-01,0,2,0,0,0,2,2
PATACAMAYA,desnutricion global,desnutricion grave (g),2005-01-01,0,2,0,0,0,2,2
PAZÑA,desnutricion global,desnutricion grave (g),2005-01-01,0,0,1,0,1,0,1
POCOATA,desnutricion global,desnutricion grave (g),2005-01-01,2,2,5,4,7,6,13
POCONA,desnutricion global,desnutricion grave (g),2005-01-01,1,2,1,0,2,2,4
POJO (CBBA),desnutricion global,desnutricion grave (g),2005-01-01,2,1,0,1,2,2,4
PORCO,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
POROMA,desnutricion global,desnutricion grave (g),2005-01-01,5,0,4,2,9,2,11
PORTACHUELO,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
POTOSI,desnutricion global,desnutricion grave (g),2005-01-01,7,1,2,1,9,2,11
PRESTO,desnutricion global,desnutricion grave (g),2005-01-01,7,0,0,0,7,0,7
PUCARANI,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,0,2,0,2
PUERTO ACOSTA,desnutricion global,desnutricion grave (g),2005-01-01,1,2,0,0,1,2,3
PUERTO GONZALO MORENO,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
PUERTO PEREZ,desnutricion global,desnutricion grave (g),2005-01-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,desnutricion global,desnutricion grave (g),2005-01-01,11,14,10,11,21,25,46
PUNA,desnutricion global,desnutricion grave (g),2005-01-01,3,8,2,1,5,9,14
PUNATA,desnutricion global,desnutricion grave (g),2005-01-01,3,3,0,0,3,3,6
QUIABAYA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
QUILLACOLLO,desnutricion global,desnutricion grave (g),2005-01-01,5,5,1,3,6,8,14
QUIME,desnutricion global,desnutricion grave (g),2005-01-01,1,1,0,0,1,1,2
RAVELO,desnutricion global,desnutricion grave (g),2005-01-01,2,1,1,1,3,2,5
REYES,desnutricion global,desnutricion grave (g),2005-01-01,0,0,0,1,0,1,1
RIBERALTA,desnutricion global,desnutricion grave (g),2005-01-01,6,15,12,17,18,32,50
ROBORE,desnutricion global,desnutricion grave (g),2005-01-01,0,3,2,0,2,3,5
SACABA,desnutricion global,desnutricion grave (g),2005-01-01,4,2,2,1,6,3,9
SACABAMBA,desnutricion global,desnutricion grave (g),2005-01-01,2,2,0,0,2,2,4
SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion grave (g),2005-01-01,1,3,1,2,2,5,7
SAN BENITO,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
SAN BORJA,desnutricion global,desnutricion grave (g),2005-01-01,5,5,1,1,6,6,12
SAN BUENA VENTURA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
SAN CARLOS,desnutricion global,desnutricion grave (g),2005-01-01,3,1,1,0,4,1,5
SAN IGNACIO,desnutricion global,desnutricion grave (g),2005-01-01,3,1,2,0,5,1,6
SAN IGNACIO DE VELASCO,desnutricion global,desnutricion grave (g),2005-01-01,13,11,4,4,17,15,32
SAN JAVIER(BNI),desnutricion global,desnutricion grave (g),2005-01-01,0,1,1,0,1,1,2
SAN JOAQUIN,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
SAN JULIAN,desnutricion global,desnutricion grave (g),2005-01-01,5,0,1,0,6,0,6
SAN LORENZO(PND),desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),desnutricion global,desnutricion grave (g),2005-01-01,0,0,2,0,2,0,2
SAN LUCAS,desnutricion global,desnutricion grave (g),2005-01-01,10,12,4,7,14,19,33
SAN MIGUEL DE VELASCO,desnutricion global,desnutricion grave (g),2005-01-01,3,1,0,1,3,2,5
SAN PABLO DE LIPEZ,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,1,3,1,4,5
SAN RAFAEL,desnutricion global,desnutricion grave (g),2005-01-01,1,1,0,1,1,2,3
SANTA ANA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,1,0,2,2
SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion grave (g),2005-01-01,82,51,17,13,99,64,163
SANTA ROSA DEL SARA,desnutricion global,desnutricion grave (g),2005-01-01,1,2,1,1,2,3,5
SANTIAGO DE HUARI,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
SENA,desnutricion global,desnutricion grave (g),2005-01-01,0,0,1,1,1,1,2
SICA SICA (VILLA AROMA),desnutricion global,desnutricion grave (g),2005-01-01,1,3,0,0,1,3,4
SIPE SIPE,desnutricion global,desnutricion grave (g),2005-01-01,7,4,0,1,7,5,12
SOPACHUY,desnutricion global,desnutricion grave (g),2005-01-01,1,3,0,4,1,7,8
SORACACHI,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
SUCRE,desnutricion global,desnutricion grave (g),2005-01-01,7,4,2,3,9,7,16
TACACHI,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
TACOPAYA,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,0,2,0,2
TAPACARI,desnutricion global,desnutricion grave (g),2005-01-01,7,1,1,2,8,3,11
TARABUCO,desnutricion global,desnutricion grave (g),2005-01-01,12,13,7,8,19,21,40
TARACO,desnutricion global,desnutricion grave (g),2005-01-01,0,0,0,4,0,4,4
TARIJA,desnutricion global,desnutricion grave (g),2005-01-01,2,3,0,1,2,4,6
TARVITA,desnutricion global,desnutricion grave (g),2005-01-01,2,3,0,3,2,6,8
TIAWANACU,desnutricion global,desnutricion grave (g),2005-01-01,2,0,0,0,2,0,2
TINGUIPAYA,desnutricion global,desnutricion grave (g),2005-01-01,5,3,3,2,8,5,13
TIQUIPAYA,desnutricion global,desnutricion grave (g),2005-01-01,4,0,0,0,4,0,4
TIRAQUE (CBBA),desnutricion global,desnutricion grave (g),2005-01-01,9,7,2,2,11,9,20
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
TOMAVE,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,1,1,1,2
TOMINA,desnutricion global,desnutricion grave (g),2005-01-01,0,1,3,1,3,2,5
TOTORA(CBBA),desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,0,0,1,1
TRINIDAD,desnutricion global,desnutricion grave (g),2005-01-01,8,4,1,2,9,6,15
TUPIZA,desnutricion global,desnutricion grave (g),2005-01-01,2,1,0,0,2,1,3
UNCIA,desnutricion global,desnutricion grave (g),2005-01-01,4,3,1,3,5,6,11
URIONDO (A. CONCEPCION),desnutricion global,desnutricion grave (g),2005-01-01,3,0,1,0,4,0,4
VACAS,desnutricion global,desnutricion grave (g),2005-01-01,0,1,0,2,0,3,3
VALLEGRANDE,desnutricion global,desnutricion grave (g),2005-01-01,1,0,1,1,2,1,3
VIACHA,desnutricion global,desnutricion grave (g),2005-01-01,3,6,0,1,3,7,10
VILA VILA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,1,0,2,0,2
VILLA MONTES,desnutricion global,desnutricion grave (g),2005-01-01,3,2,4,2,7,4,11
VILLA RIVERO,desnutricion global,desnutricion grave (g),2005-01-01,0,1,1,0,1,1,2
VILLA SERRANO,desnutricion global,desnutricion grave (g),2005-01-01,2,0,1,1,3,1,4
VILLA TUNARI,desnutricion global,desnutricion grave (g),2005-01-01,7,3,1,1,8,4,12
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion global,desnutricion grave (g),2005-01-01,3,0,0,1,3,1,4
VILLAZON,desnutricion global,desnutricion grave (g),2005-01-01,0,1,1,0,1,1,2
VINTO,desnutricion global,desnutricion grave (g),2005-01-01,0,0,1,0,1,0,1
VITICHI,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
WARNES,desnutricion global,desnutricion grave (g),2005-01-01,0,0,1,3,1,3,4
YACUIBA,desnutricion global,desnutricion grave (g),2005-01-01,2,4,2,1,4,5,9
YAMPARAEZ,desnutricion global,desnutricion grave (g),2005-01-01,2,4,2,5,4,9,13
YAPACANI,desnutricion global,desnutricion grave (g),2005-01-01,4,6,0,1,4,7,11
YOCALLA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,2,1,2,3
YOTALA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,0,1,0,1
YUNCHARA,desnutricion global,desnutricion grave (g),2005-01-01,1,0,0,1,1,1,2
ZUDAÑEZ,desnutricion global,desnutricion grave (g),2005-01-01,2,0,4,1,6,1,7
ACACIO,desnutricion global,desnutricion grave (g),2005-02-01,1,3,0,1,1,4,5
ACHACACHI,desnutricion global,desnutricion grave (g),2005-02-01,0,0,4,1,4,1,5
ACHOCALLA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,2,1,2,3
AIQUILE,desnutricion global,desnutricion grave (g),2005-02-01,4,3,0,0,4,3,7
ALCALA,desnutricion global,desnutricion grave (g),2005-02-01,1,1,0,0,1,1,2
ANZALDO,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,1,0,1,1
APOLO,desnutricion global,desnutricion grave (g),2005-02-01,0,1,2,1,2,2,4
ARAMPAMPA,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,1,0,1,1
ARANI,desnutricion global,desnutricion grave (g),2005-02-01,2,2,0,0,2,2,4
ARBIETO,desnutricion global,desnutricion grave (g),2005-02-01,0,3,0,0,0,3,3
ARQUE,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
ATOCHA,desnutricion global,desnutricion grave (g),2005-02-01,3,4,2,0,5,4,9
AUCAPATA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
AYATA,desnutricion global,desnutricion grave (g),2005-02-01,3,0,0,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,desnutricion grave (g),2005-02-01,3,1,0,0,3,1,4
AZURDUY,desnutricion global,desnutricion grave (g),2005-02-01,4,3,1,2,5,5,10
BELEN DE URMIRI,desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,0,1,0,1
BETANZOS,desnutricion global,desnutricion grave (g),2005-02-01,7,3,2,2,9,5,14
BOLIVAR,desnutricion global,desnutricion grave (g),2005-02-01,0,2,0,0,0,2,2
BUENA VISTA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,1,1,1,2
CABEZAS,desnutricion global,desnutricion grave (g),2005-02-01,1,2,1,0,2,2,4
CAIROMA,desnutricion global,desnutricion grave (g),2005-02-01,1,1,0,0,1,1,2
"CAIZA ""D""",desnutricion global,desnutricion grave (g),2005-02-01,1,1,0,0,1,1,2
CALAMARCA,desnutricion global,desnutricion grave (g),2005-02-01,3,1,1,1,4,2,6
CAMARGO,desnutricion global,desnutricion grave (g),2005-02-01,0,3,1,0,1,3,4
CAMIRI,desnutricion global,desnutricion grave (g),2005-02-01,7,4,3,7,10,11,21
CAPINOTA,desnutricion global,desnutricion grave (g),2005-02-01,4,2,0,2,4,4,8
CAQUIAVIRI,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,1,0,1,1
CARACOLLO,desnutricion global,desnutricion grave (g),2005-02-01,2,0,0,0,2,0,2
CARANAVI,desnutricion global,desnutricion grave (g),2005-02-01,4,6,2,7,6,13,19
CARIPUYO,desnutricion global,desnutricion grave (g),2005-02-01,1,1,0,0,1,1,2
CHALLAPATA,desnutricion global,desnutricion grave (g),2005-02-01,0,4,0,0,0,4,4
CHARAGUA,desnutricion global,desnutricion grave (g),2005-02-01,3,6,4,4,7,10,17
CHAYANTA,desnutricion global,desnutricion grave (g),2005-02-01,2,2,0,1,2,3,5
CHUMA,desnutricion global,desnutricion grave (g),2005-02-01,2,0,0,1,2,1,3
CLIZA,desnutricion global,desnutricion grave (g),2005-02-01,1,2,0,1,1,3,4
COBIJA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
COCHABAMBA,desnutricion global,desnutricion grave (g),2005-02-01,7,4,3,3,10,7,17
COLCAPIRHUA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,1,1,1,2
"COLCHA ""K""",desnutricion global,desnutricion grave (g),2005-02-01,0,1,0,0,0,1,1
COLOMI,desnutricion global,desnutricion grave (g),2005-02-01,1,2,0,1,1,3,4
COLQUECHACA,desnutricion global,desnutricion grave (g),2005-02-01,8,9,6,1,14,10,24
COLQUIRI,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,2,0,2,2
COMARAPA,desnutricion global,desnutricion grave (g),2005-02-01,3,2,0,0,3,2,5
CORIPATA,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,1,0,1,1
CORO CORO,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
COROICO,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
CORQUE,desnutricion global,desnutricion grave (g),2005-02-01,0,1,0,0,0,1,1
COTAGAITA,desnutricion global,desnutricion grave (g),2005-02-01,1,2,1,0,2,2,4
COTOCA,desnutricion global,desnutricion grave (g),2005-02-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,desnutricion global,desnutricion grave (g),2005-02-01,2,0,0,1,2,1,3
CUEVO,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,1,0,1,1
CULPINA,desnutricion global,desnutricion grave (g),2005-02-01,3,3,3,2,6,5,11
EL ALTO,desnutricion global,desnutricion grave (g),2005-02-01,25,10,8,6,33,16,49
EL PUENTE(TJA),desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
EL TORNO,desnutricion global,desnutricion grave (g),2005-02-01,0,2,0,0,0,2,2
EL VILLAR,desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,1,1,1,2
ENTRE RIOS,desnutricion global,desnutricion grave (g),2005-02-01,3,5,1,0,4,5,9
EUCALIPTUS,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
EXALTACION,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,desnutricion global,desnutricion grave (g),2005-02-01,1,3,0,1,1,4,5
GENERAL SAAVEDRA,desnutricion global,desnutricion grave (g),2005-02-01,2,0,1,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,1,1,1,2
GUANAY,desnutricion global,desnutricion grave (g),2005-02-01,2,0,0,1,2,1,3
GUTIERREZ,desnutricion global,desnutricion grave (g),2005-02-01,3,3,0,3,3,6,9
HUACARETA,desnutricion global,desnutricion grave (g),2005-02-01,0,3,0,1,0,4,4
HUANUNI,desnutricion global,desnutricion grave (g),2005-02-01,2,0,0,1,2,1,3
ICHOCA,desnutricion global,desnutricion grave (g),2005-02-01,0,0,0,1,0,1,1
ICLA,desnutricion global,desnutricion grave (g),2005-02-01,7,3,0,2,7,5,12
INCAHUASI,desnutricion global,desnutricion grave (g),2005-02-01,9,5,3,5,12,10,22
INQUISIVI,desnutricion global,desnutricion grave (g),2005-02-01,0,0,2,0,2,0,2
IRUPANA (VILLA DE LANZA),desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,1,1,1,2
IXIAMAS,desnutricion global,desnutricion grave (g),2005-02-01,0,2,1,0,1,2,3
JESUS DE MACHACA,desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,0,1,0,1
LA ASUNTA,desnutricion global,desnutricion grave (g),2005-02-01,1,2,2,3,3,5,8
LA GUARDIA,desnutricion global,desnutricion grave (g),2005-02-01,4,4,2,0,6,4,10
LA PAZ,desnutricion global,desnutricion grave (g),2005-02-01,12,6,4,3,16,9,25
LAGUNILLAS,desnutricion global,desnutricion grave (g),2005-02-01,3,0,1,0,4,0,4
LAJA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,0,1,0,1
LAS CARRERAS,desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,0,1,0,1
LLALLAGUA,desnutricion global,desnutricion grave (g),2005-02-01,1,4,2,1,3,5,8
LURIBAY,desnutricion global,desnutricion grave (g),2005-02-01,0,1,0,0,0,1,1
MACHARETI,desnutricion global,desnutricion grave (g),2005-02-01,0,1,0,1,0,2,2
MAGDALENA,desnutricion global,desnutricion grave (g),2005-02-01,1,1,0,0,1,1,2
MAIRANA,desnutricion global,desnutricion grave (g),2005-02-01,2,0,1,0,3,0,3
MAPIRI,desnutricion global,desnutricion grave (g),2005-02-01,0,1,0,0,0,1,1
MECAPACA,desnutricion global,desnutricion grave (g),2005-02-01,2,0,2,0,4,0,4
MINEROS,desnutricion global,desnutricion grave (g),2005-02-01,2,0,1,0,3,0,3
MIZQUE,desnutricion global,desnutricion grave (g),2005-02-01,4,6,0,2,4,8,12
MOJOCOYA,desnutricion global,desnutricion grave (g),2005-02-01,2,0,0,0,2,0,2
MONTEAGUDO,desnutricion global,desnutricion grave (g),2005-02-01,3,1,1,2,4,3,7
MONTERO,desnutricion global,desnutricion grave (g),2005-02-01,8,4,5,3,13,7,20
MOROCHATA,desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,0,1,0,1
OCURI,desnutricion global,desnutricion grave (g),2005-02-01,2,5,1,3,3,8,11
OKINAWA,desnutricion global,desnutricion grave (g),2005-02-01,0,1,0,0,0,1,1
ORURO,desnutricion global,desnutricion grave (g),2005-02-01,6,15,3,0,9,15,24
PADCAYA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,1,1,1,2
PADILLA,desnutricion global,desnutricion grave (g),2005-02-01,3,1,1,3,4,4,8
PAILON,desnutricion global,desnutricion grave (g),2005-02-01,0,0,6,0,6,0,6
PALCA,desnutricion global,desnutricion grave (g),2005-02-01,3,2,3,1,6,3,9
PALOS BLANCOS,desnutricion global,desnutricion grave (g),2005-02-01,3,1,2,2,5,3,8
PAPEL PAMPA,desnutricion global,desnutricion grave (g),2005-02-01,0,0,1,0,1,0,1
PASORAPA,desnutricion global,desnutricion grave (g),2005-02-01,1,0,0,2,1,2,3
PATACAMAYA,desnutricion global,desnutricion grave (g),2005-02-01,1,1,0,0,1,1,2
PELECHUCO,desnutricion global,desnutricion grave (g),2005-02-01,1,2,0,0,1,2,3
POCOATA,desnutricion global,desnutricion grave (g),2005-02-01,3,3,2,2,5,5,10
