municipality,group,variable,month,TOTAL
CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,665.0
EL PUENTE(TJA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,107.0
HUACARETA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,1.0
INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,1054.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,141.0
MECAPACA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,21.0
PADCAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,131.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,23.0
PRESTO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,146.0
PUNA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,1.0
SOPACHUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,898.0
TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,41.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,1569.0
VACAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,374.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,2745.0
YOTALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,41.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-11-01,2838.0
ACHACACHI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-12-01,21.0
INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-12-01,26.0
VACAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-12-01,127.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2022-12-01,131.0
