municipality,group,variable,month,TOTAL
ENTRE RIOS TRJ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-10-01,9.0
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-10-01,22.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-10-01,722.0
VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-10-01,2.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-10-01,495.0
ACACIO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,28.0
ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,1.0
CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,1693.0
CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,2.0
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,1.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,17.0
SOPACHUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,120.0
TARABUCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,451.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,171.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-11-01,221.0
BETANZOS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-12-01,1.0
CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-12-01,44.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-12-01,222.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-12-01,54.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2016-12-01,201.0
