,group,variable,month,a. Menor de 6 meses - D,a. Menor de 6 meses - D,a. Menor de 6 meses - F,a. Menor de 6 meses - F,b. 6 m a menor de 1 año - D,b. 6 m a menor de 1 año - D,b. 6 m a menor de 1 año - F,b. 6 m a menor de 1 año - F,c. 1 - 4 años - D,c. 1 - 4 años - D,c. 1 - 4 años - F,c. 1 - 4 años - F,d. 5 - 9 años - D,d. 5 - 9 años - D,d. 5 - 9 años - F,d. 5 - 9 años - F,e. 10 a 14 años - D,e. 10 a 14 años - D,e. 10 a 14 años - F,e. 10 a 14 años - F,f. 15 - 19 años - D,f. 15 - 19 años - D,f. 15 - 19 años - F,f. 15 - 19 años - F,f. 15 - 19 años - F,f. 15 - 19 años - F,g. 20 - 39 años - D,g. 20 - 39 años - D,g. 20 - 39 años - F,g. 20 - 39 años - F,h. 40 - 49 años - D,h. 40 - 49 años - D,h. 40 - 49 años - F,h. 40 - 49 años - F,i. 50 - 59 años - D,i. 50 - 59 años - D,i. 50 - 59 años - F,i. 50 - 59 años - F,j. 60 años y más - D,j. 60 años y más - D,j. 60 años y más - F,j. 60 años y más - F,TOTALES,TOTALES,TOTALES
BOLIVAR,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CABEZAS,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,4,2,0,0,7,5,12
CAIROMA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
"CAIZA ""D""",mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,0,5,3,8
CAJUATA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,3,4,7
CALACOTO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,3,5
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,6,11
CAMARGO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,2,1,0,0,0,5,5,10
CAMATAQUI (C. VILLA ABECIA),mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,3,1,2,2,0,0,8,7,15
CAPINOTA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,6,0,0,6,8,14
CAQUIAVIRI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,5,1,0,0,9,2,11
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,0,3,1,2,2,11,7,0,0,20,13,33
CARAPARI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CARIPUYO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,5,6
CATACORA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,9,7,0,0,11,9,20
CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,3
CHAYANTA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3
CHIMORE,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHIPAYA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHUA COCANI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,4,5
CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,1,11
CHUMA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,4,2,6
CHUQUIHUTA AYLLU JUCUMANI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
CKOCHAS,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CLIZA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,18,0,0,9,18,27
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,7,4,2,2,0,0,15,7,22
COCAPATA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,3,5
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8,10,2,1,7,7,1,0,18,9,3,3,89,79,44,58,0,0,176,167,343
COLCAPIRHUA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,2,0,0,4,5,9
"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
COLLANA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,5,2,7
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,9,5,14
COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,3,2,5
COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,3,6,9
COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
COLQUIRI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,10,2,12
COMANCHE,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
COMBAYA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,3,1,4
COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,16,3,19
CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CORO CORO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
COROICO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,0,0,7,4,11
CORQUE,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,5
COTAGAITA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,8
COTOCA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,2,2,12,8,0,0,20,13,33
CUCHUMUELA (V. G. VILLARROEL),mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
CULPINA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,9,11
CURAHUARA DE CARANGAS,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CURVA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
DESAGUADERO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,2,1,2,1,5,4,21,6,4,0,19,14,2,4,24,18,27,22,156,116,0,0,265,189,454
EL CHORO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,4,2,6,0,7,12,0,0,21,16,37
EL VILLAR,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,2,5
ENTRE RIOS CBBA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,2,6,4,0,0,10,8,18
ESCOMA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,6,11
EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5
FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,5,1,6
FILADELFIA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
GUANAY,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,6,3,0,0,10,5,15
GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,2,4,6
GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,3,3,6
GUTIERREZ,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3
HUACARETA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUACHACALLA,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3
