municipality,group,variable,month,TOTAL
VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,46.0
ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-04-01,3.0
CKOCHAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-04-01,1.0
OMEREQUE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-04-01,35.0
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-04-01,34.0
RAQAYPAMPA(ETA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-04-01,751.0
SAN PABLO DE LIPEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-05-01,39.0
ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,3.0
CARAPARI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,63.0
ENTRE RIOS TRJ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,1168.0
LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,344.0
MACHARETI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,1.0
MORO MORO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,3.0
PADCAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,49.0
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,963.0
PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,41.0
POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,7.0
PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,4.0
TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,181.0
TIRAQUE (CBBA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,1.0
TRIGAL,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,224.0
VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,10.0
VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-06-01,134.0
PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-07-01,77.0
POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-07-01,2.0
PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-07-01,3.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-07-01,51.0
TRIGAL,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-07-01,52.0
VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-07-01,3.0
VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-07-01,1.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-09-01,196.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-09-01,1184.0
SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-09-01,61.0
CKOCHAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,29.0
INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,163.0
MOJOCOYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,15.0
MONTEAGUDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,22.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,121.0
TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,31.0
TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,19.0
VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,91.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,694.0
VILLA VACA GUZMAN (MUYUPAMPA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-10-01,1.0
CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-11-01,79.0
LAJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-11-01,3.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-11-01,26.0
VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-11-01,2.0
TACOPAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-12-01,8.0
