municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion aguda,desnutricion grave (g),2007-01-01,0,0,2,0,2,0,2
VILLAZON,desnutricion aguda,desnutricion grave (g),2007-01-01,1,0,0,2,1,2,3
VITICHI,desnutricion aguda,desnutricion grave (g),2007-01-01,4,2,0,1,4,3,7
WARNES,desnutricion aguda,desnutricion grave (g),2007-01-01,2,1,4,1,6,2,8
YACUIBA,desnutricion aguda,desnutricion grave (g),2007-01-01,0,1,0,3,0,4,4
YAMPARAEZ,desnutricion aguda,desnutricion grave (g),2007-01-01,2,0,1,1,3,1,4
YAPACANI,desnutricion aguda,desnutricion grave (g),2007-01-01,4,2,0,1,4,3,7
YOCALLA,desnutricion aguda,desnutricion grave (g),2007-01-01,1,0,0,0,1,0,1
YOTALA,desnutricion aguda,desnutricion grave (g),2007-01-01,1,0,0,0,1,0,1
ZUDAÑEZ,desnutricion aguda,desnutricion grave (g),2007-01-01,0,1,3,0,3,1,4
AIQUILE,desnutricion aguda,desnutricion grave (g),2007-02-01,3,4,1,2,4,6,10
ALALAY,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
ALCALA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
ANDAMARCA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
ARAMPAMPA,desnutricion aguda,desnutricion grave (g),2007-02-01,3,1,5,4,8,5,13
ARANI,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
ARBIETO,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,2,1,2,3
ARQUE,desnutricion aguda,desnutricion grave (g),2007-02-01,2,5,0,0,2,5,7
ASCENCION DE GUARAYOS,desnutricion aguda,desnutricion grave (g),2007-02-01,5,4,1,2,6,6,12
AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
AZURDUY,desnutricion aguda,desnutricion grave (g),2007-02-01,1,2,0,3,1,5,6
BELEN DE ANDAMARCA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
BERMEJO,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
BETANZOS,desnutricion aguda,desnutricion grave (g),2007-02-01,3,1,1,2,4,3,7
BOLIVAR,desnutricion aguda,desnutricion grave (g),2007-02-01,3,2,1,0,4,2,6
BOLPEBRA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,0,1,0,1
CABEZAS,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,4,1,5,1,6
"CAIZA ""D""",desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,1,0,1,2,3
CAJUATA,desnutricion aguda,desnutricion grave (g),2007-02-01,3,1,0,0,3,1,4
CAMARGO,desnutricion aguda,desnutricion grave (g),2007-02-01,3,3,0,0,3,3,6
CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
CAMIRI,desnutricion aguda,desnutricion grave (g),2007-02-01,2,2,0,5,2,7,9
CAPINOTA,desnutricion aguda,desnutricion grave (g),2007-02-01,5,1,2,0,7,1,8
CARAPARI,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,0,1,0,1
CARIPUYO,desnutricion aguda,desnutricion grave (g),2007-02-01,3,3,0,1,3,4,7
CARMEN RIVERO TORREZ,desnutricion aguda,desnutricion grave (g),2007-02-01,2,0,0,0,2,0,2
CHALLAPATA,desnutricion aguda,desnutricion grave (g),2007-02-01,2,2,1,0,3,2,5
CHAQUI,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,1,1,1,2
CHARAGUA,desnutricion aguda,desnutricion grave (g),2007-02-01,3,4,0,1,3,5,8
CHAYANTA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,4,3,5,3,9,12
CHIMORE,desnutricion aguda,desnutricion grave (g),2007-02-01,2,3,1,0,3,3,6
CHIPAYA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
CHOQUE COTA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
COCHABAMBA,desnutricion aguda,desnutricion grave (g),2007-02-01,16,8,5,7,21,15,36
COLOMI,desnutricion aguda,desnutricion grave (g),2007-02-01,3,2,0,0,3,2,5
COLQUECHACA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,3,0,3,1,6,7
COMARAPA,desnutricion aguda,desnutricion grave (g),2007-02-01,2,1,0,0,2,1,3
CONCEPCION,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
COTAGAITA,desnutricion aguda,desnutricion grave (g),2007-02-01,2,8,3,5,5,13,18
CUATRO CAÑADAS,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
CULPINA,desnutricion aguda,desnutricion grave (g),2007-02-01,7,2,0,0,7,2,9
EL PUENTE(TJA),desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
EL VILLAR,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,0,1,0,3,3
ENTRE RIOS,desnutricion aguda,desnutricion grave (g),2007-02-01,2,1,2,2,4,3,7
GENERAL SAAVEDRA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
GUAYARAMERIN,desnutricion aguda,desnutricion grave (g),2007-02-01,2,2,0,2,2,4,6
GUTIERREZ,desnutricion aguda,desnutricion grave (g),2007-02-01,0,4,0,0,0,4,4
HUACARETA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,1,1,1,2
HUACAYA (VILLA DE HUACAYA),desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,0,1,0,1
ICLA,desnutricion aguda,desnutricion grave (g),2007-02-01,6,3,1,4,7,7,14
INCAHUASI,desnutricion aguda,desnutricion grave (g),2007-02-01,2,4,2,0,4,4,8
INQUISIVI,desnutricion aguda,desnutricion grave (g),2007-02-01,4,1,1,0,5,1,6
LAGUNILLAS,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
LLALLAGUA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,1,1,0,2,1,3
MINEROS,desnutricion aguda,desnutricion grave (g),2007-02-01,3,2,0,0,3,2,5
MIZQUE,desnutricion aguda,desnutricion grave (g),2007-02-01,4,3,0,2,4,5,9
MONTEAGUDO,desnutricion aguda,desnutricion grave (g),2007-02-01,2,4,2,1,4,5,9
MONTERO,desnutricion aguda,desnutricion grave (g),2007-02-01,3,2,0,1,3,3,6
OCURI,desnutricion aguda,desnutricion grave (g),2007-02-01,3,3,0,0,3,3,6
ORURO,desnutricion aguda,desnutricion grave (g),2007-02-01,11,10,5,4,16,14,30
PADILLA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,2,0,2,2,4
PAILON,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
PASORAPA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,2,0,2,2
POCOATA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,0,2,0,4,4
POCONA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,1,1,1,3,4
POJO (CBBA),desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,1,0,1,1,2
POROMA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,2,0,5,1,7,8
PORTACHUELO,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,0,0,0,2,2
PORVENIR,desnutricion aguda,desnutricion grave (g),2007-02-01,0,4,0,0,0,4,4
POSTRER VALLE,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,2,0,2,2
POTOSI,desnutricion aguda,desnutricion grave (g),2007-02-01,10,12,0,2,10,14,24
PRESTO,desnutricion aguda,desnutricion grave (g),2007-02-01,6,1,1,0,7,1,8
PUERTO GONZALO MORENO,desnutricion aguda,desnutricion grave (g),2007-02-01,2,0,1,0,3,0,3
PUERTO SUAREZ,desnutricion aguda,desnutricion grave (g),2007-02-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,desnutricion aguda,desnutricion grave (g),2007-02-01,8,5,5,4,13,9,22
PUNA,desnutricion aguda,desnutricion grave (g),2007-02-01,2,3,2,3,4,6,10
QUILLACOLLO,desnutricion aguda,desnutricion grave (g),2007-02-01,4,2,1,0,5,2,7
QUIME,desnutricion aguda,desnutricion grave (g),2007-02-01,1,1,0,0,1,1,2
RAVELO,desnutricion aguda,desnutricion grave (g),2007-02-01,7,3,0,1,7,4,11
REYES,desnutricion aguda,desnutricion grave (g),2007-02-01,17,23,3,3,20,26,46
RIBERALTA,desnutricion aguda,desnutricion grave (g),2007-02-01,4,20,6,1,10,21,31
ROBORE,desnutricion aguda,desnutricion grave (g),2007-02-01,1,1,0,0,1,1,2
RURRENABAQUE,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
SABAYA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
SACABA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
SACABAMBA,desnutricion aguda,desnutricion grave (g),2007-02-01,2,0,0,0,2,0,2
SACACA,desnutricion aguda,desnutricion grave (g),2007-02-01,9,6,2,8,11,14,25
SALINAS DE GARCI MENDOZA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
SAN ANTONIO DE LOMERIO,desnutricion aguda,desnutricion grave (g),2007-02-01,2,0,1,0,3,0,3
SAN BENITO,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,2,0,2,0,2
SAN BORJA,desnutricion aguda,desnutricion grave (g),2007-02-01,3,1,0,0,3,1,4
SAN CARLOS,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,1,1,1,2
SAN IGNACIO,desnutricion aguda,desnutricion grave (g),2007-02-01,2,4,1,1,3,5,8
SAN IGNACIO DE VELASCO,desnutricion aguda,desnutricion grave (g),2007-02-01,2,4,3,2,5,6,11
SAN JAVIER(BNI),desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
SAN JUAN DE YAPACANI,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
SAN LUCAS,desnutricion aguda,desnutricion grave (g),2007-02-01,4,3,3,3,7,6,13
SAN MATIAS,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,1,1,1,2
SAN PEDRO,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,0,0,0,2,2
SAN PEDRO(PND),desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,0,1,0,1
SAN RAFAEL,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,0,1,0,1
SANTA ANA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,desnutricion aguda,desnutricion grave (g),2007-02-01,13,14,5,8,18,22,40
SANTA ROSA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,1,0,0,1,1,2
SANTA ROSA DEL SARA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
SANTIAGO DE HUARI,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
SANTIVAÑES,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,3,0,3,1,4
SIPE SIPE,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,1,1,1,2
SOPACHUY,desnutricion aguda,desnutricion grave (g),2007-02-01,3,2,1,2,4,4,8
SORACACHI,desnutricion aguda,desnutricion grave (g),2007-02-01,2,0,0,0,2,0,2
SUCRE,desnutricion aguda,desnutricion grave (g),2007-02-01,8,8,2,2,10,10,20
TACOBAMBA,desnutricion aguda,desnutricion grave (g),2007-02-01,3,6,2,1,5,7,12
TACOPAYA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,1,0,2,2
TAPACARI,desnutricion aguda,desnutricion grave (g),2007-02-01,12,9,1,0,13,9,22
TARABUCO,desnutricion aguda,desnutricion grave (g),2007-02-01,11,6,2,7,13,13,26
TARATA,desnutricion aguda,desnutricion grave (g),2007-02-01,0,1,0,0,0,1,1
TARIJA,desnutricion aguda,desnutricion grave (g),2007-02-01,4,6,2,4,6,10,16
TARVITA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,3,0,0,1,3,4
TINGUIPAYA,desnutricion aguda,desnutricion grave (g),2007-02-01,3,2,1,2,4,4,8
TIQUIPAYA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,2,1,2,2,4,6
TIRAQUE (CBBA),desnutricion aguda,desnutricion grave (g),2007-02-01,3,8,0,1,3,9,12
TOMAVE,desnutricion aguda,desnutricion grave (g),2007-02-01,0,2,1,0,1,2,3
TOMINA,desnutricion aguda,desnutricion grave (g),2007-02-01,3,1,0,5,3,6,9
TORO TORO,desnutricion aguda,desnutricion grave (g),2007-02-01,4,1,0,1,4,2,6
TOTORA(CBBA),desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,0,1,0,1
TRINIDAD,desnutricion aguda,desnutricion grave (g),2007-02-01,1,1,2,2,3,3,6
TUPIZA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,1,1,1,2,2,4
UNCIA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,0,0,1,0,1
URUBICHA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,1,2,4,3,5,8
VACAS,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
VALLEGRANDE,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,2,0,2,2
VILLA MONTES,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,1,0,1,0,1
VILLA SERRANO,desnutricion aguda,desnutricion grave (g),2007-02-01,0,0,0,1,0,1,1
VILLA TUNARI,desnutricion aguda,desnutricion grave (g),2007-02-01,6,7,1,3,7,10,17
VITICHI,desnutricion aguda,desnutricion grave (g),2007-02-01,1,4,2,0,3,4,7
WARNES,desnutricion aguda,desnutricion grave (g),2007-02-01,0,5,0,1,0,6,6
YACUIBA,desnutricion aguda,desnutricion grave (g),2007-02-01,1,0,1,0,2,0,2
YAMPARAEZ,desnutricion aguda,desnutricion grave (g),2007-02-01,3,0,1,1,4,1,5
YAPACANI,desnutricion aguda,desnutricion grave (g),2007-02-01,4,4,1,2,5,6,11
