municipality,group,variable,month,Cantidad,TOTAL
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,7,7
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
PATACAMAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,4,4
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,96,96
PUCARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,4,4
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,7,7
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,63,63
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,48,48
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,117,117
SACACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,19,19
SAN JOSE DE CHIQUITOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,4,4
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,21,21
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,7,7
SAN RAFAEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
SANTA ANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,6,6
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,608,608
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,6,6
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,11,11
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,169,169
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,15,15
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
TIPUANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,10,10
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
TOMINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
TRIGAL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,7,7
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,16,16
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,8,8
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,4,4
VILLA SERRANO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,31,31
WALDO BALLIVIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,14,14
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,57,57
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
YOCALLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,12,12
ANCORAIMES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
ARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
ARQUE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
AYO AYO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,18,18
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,4,4
CALAMARCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,9,9
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,14,14
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,9,9
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,11,11
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,8,8
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,12,12
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,15,15
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,424,424
COLLANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,6,6
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,4,4
COMBAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,5,5
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,13,13
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,4,4
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,177,177
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,16,16
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,9,9
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,9,9
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,6,6
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,5,5
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,5,5
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,42,42
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,399,399
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,4,4
LICOMA PAMPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
LLALLAGUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
LURIBAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,11,11
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
MONTEAGUDO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,60,60
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,130,130
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,4,4
PADILLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,6,6
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
PAPEL PAMPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
POSTRER VALLE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,69,69
PUCARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
PUERTO PEREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,5,5
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,10,10
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,62,62
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,110,110
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,5,5
ROBORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,55,55
SACACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,7,7
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,6,6
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,17,17
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,5,5
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
SAN MIGUEL DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
SAN PEDRO DE CURAHUARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SAN RAFAEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,464,464
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,10,10
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,117,117
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,4,4
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,28,28
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,6,6
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
UYUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,20,20
VILLA RIVERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,1,1
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,2,2
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,28,28
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,7,7
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,44,44
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-09-01,3,3
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,12,12
ANCORAIMES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
ARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,4,4
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
ARQUE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
AYO AYO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,5,5
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,15,15
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
BUENA VISTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
CAIROMA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
CALAMARCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,6,6
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,10,10
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,6,6
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,5,5
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,24,24
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,12,12
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,448,448
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
COLLANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,7,7
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
COMANCHE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,5,5
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,5,5
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,6,6
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,19,19
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,20,20
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,235,235
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,27,27
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,5,5
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,7,7
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,7,7
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,47,47
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
GUAYARAMERIN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
HUANUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,5,5
INQUISIVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
IXIAMAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,33,33
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,559,559
LLALLAGUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,5,5
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,7,7
MECAPACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,10,10
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,65,65
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,147,147
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
PATACAMAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,6,6
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,50,50
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
PUERTO PEREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,12,12
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,6,6
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,33,33
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,66,66
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,3,3
ROBORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,82,82
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,2,2
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,6,6
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,17,17
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,4,4
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,4,4
SAN MIGUEL DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,20,20
SAN PEDRO DE TIQUINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-10-01,503,503
