municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
EXALTACION,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,desnutricion global,desnutricion moderada (m),2006-01-01,0,4,4,1,4,5,9
GENERAL SAAVEDRA,desnutricion global,desnutricion moderada (m),2006-01-01,9,4,3,1,12,5,17
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion moderada (m),2006-01-01,9,9,7,10,16,19,35
GUANAY,desnutricion global,desnutricion moderada (m),2006-01-01,1,4,3,3,4,7,11
GUAQUI,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,1,0,1,0,1
GUAYARAMERIN,desnutricion global,desnutricion moderada (m),2006-01-01,14,13,2,14,16,27,43
GUTIERREZ,desnutricion global,desnutricion moderada (m),2006-01-01,12,15,20,27,32,42,74
HUACARETA,desnutricion global,desnutricion moderada (m),2006-01-01,1,3,4,6,5,9,14
HUACAYA (VILLA DE HUACAYA),desnutricion global,desnutricion moderada (m),2006-01-01,0,1,1,0,1,1,2
HUANUNI,desnutricion global,desnutricion moderada (m),2006-01-01,3,7,4,4,7,11,18
HUARACAJE,desnutricion global,desnutricion moderada (m),2006-01-01,0,1,0,0,0,1,1
ICHOCA,desnutricion global,desnutricion moderada (m),2006-01-01,3,2,3,4,6,6,12
ICLA,desnutricion global,desnutricion moderada (m),2006-01-01,24,18,30,29,54,47,101
INCAHUASI,desnutricion global,desnutricion moderada (m),2006-01-01,29,23,11,30,40,53,93
INGAVI (HUMAITA),desnutricion global,desnutricion moderada (m),2006-01-01,0,0,1,0,1,0,1
INQUISIVI,desnutricion global,desnutricion moderada (m),2006-01-01,12,5,4,9,16,14,30
IRUPANA (VILLA DE LANZA),desnutricion global,desnutricion moderada (m),2006-01-01,0,2,0,0,0,2,2
IXIAMAS,desnutricion global,desnutricion moderada (m),2006-01-01,5,6,1,0,6,6,12
JESUS DE MACHACA,desnutricion global,desnutricion moderada (m),2006-01-01,1,6,2,3,3,9,12
LA ASUNTA,desnutricion global,desnutricion moderada (m),2006-01-01,6,0,1,5,7,5,12
LA GUARDIA,desnutricion global,desnutricion moderada (m),2006-01-01,17,13,9,8,26,21,47
LA PAZ,desnutricion global,desnutricion moderada (m),2006-01-01,142,123,66,49,208,172,380
LAGUNILLAS,desnutricion global,desnutricion moderada (m),2006-01-01,1,2,1,0,2,2,4
LAJA,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,3,4,5,5,10
LAS CARRERAS,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,1,8,3,9,12
LLALLAGUA,desnutricion global,desnutricion moderada (m),2006-01-01,12,17,18,23,30,40,70
LLICA,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,1,0,1,0,1
LORETO,desnutricion global,desnutricion moderada (m),2006-01-01,0,4,0,0,0,4,4
LURIBAY,desnutricion global,desnutricion moderada (m),2006-01-01,5,4,1,2,6,6,12
MACHACAMARCA,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,0,1,2,2,4
MACHARETI,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,7,6,9,7,16
MAGDALENA,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,0,0,2,1,3
MAIRANA,desnutricion global,desnutricion moderada (m),2006-01-01,0,1,3,0,3,1,4
MALLA,desnutricion global,desnutricion moderada (m),2006-01-01,3,1,0,2,3,3,6
MAPIRI,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,0,2,0,2,2
MECAPACA,desnutricion global,desnutricion moderada (m),2006-01-01,2,2,1,4,3,6,9
MINEROS,desnutricion global,desnutricion moderada (m),2006-01-01,10,6,0,1,10,7,17
MIZQUE,desnutricion global,desnutricion moderada (m),2006-01-01,7,6,6,7,13,13,26
MOCOMOCO,desnutricion global,desnutricion moderada (m),2006-01-01,3,5,5,2,8,7,15
MOJOCOYA,desnutricion global,desnutricion moderada (m),2006-01-01,3,3,4,7,7,10,17
MONTEAGUDO,desnutricion global,desnutricion moderada (m),2006-01-01,16,10,6,11,22,21,43
MONTERO,desnutricion global,desnutricion moderada (m),2006-01-01,41,46,12,22,53,68,121
MOROCHATA,desnutricion global,desnutricion moderada (m),2006-01-01,8,9,8,13,16,22,38
NACEBE (SANTA ROSA DEL ABUNA),desnutricion global,desnutricion moderada (m),2006-01-01,0,0,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),desnutricion global,desnutricion moderada (m),2006-01-01,2,0,0,2,2,2,4
OCURI,desnutricion global,desnutricion moderada (m),2006-01-01,24,16,15,13,39,29,68
OKINAWA,desnutricion global,desnutricion moderada (m),2006-01-01,0,2,0,0,0,2,2
OMEREQUE,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,3,1,4,5
ORURO,desnutricion global,desnutricion moderada (m),2006-01-01,70,45,20,25,90,70,160
PADCAYA,desnutricion global,desnutricion moderada (m),2006-01-01,1,6,0,1,1,7,8
PADILLA,desnutricion global,desnutricion moderada (m),2006-01-01,5,6,8,17,13,23,36
PAILON,desnutricion global,desnutricion moderada (m),2006-01-01,0,4,7,0,7,4,11
PALCA,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,0,1,1,2
PALOS BLANCOS,desnutricion global,desnutricion moderada (m),2006-01-01,10,4,2,8,12,12,24
PAMPA AULLAGAS,desnutricion global,desnutricion moderada (m),2006-01-01,1,0,0,1,1,1,2
PAMPA GRANDE,desnutricion global,desnutricion moderada (m),2006-01-01,2,3,5,0,7,3,10
PASORAPA,desnutricion global,desnutricion moderada (m),2006-01-01,3,1,3,1,6,2,8
PATACAMAYA,desnutricion global,desnutricion moderada (m),2006-01-01,6,16,10,7,16,23,39
PAZÑA,desnutricion global,desnutricion moderada (m),2006-01-01,3,0,1,0,4,0,4
PELECHUCO,desnutricion global,desnutricion moderada (m),2006-01-01,0,2,1,0,1,2,3
POCOATA,desnutricion global,desnutricion moderada (m),2006-01-01,14,11,12,14,26,25,51
POCONA,desnutricion global,desnutricion moderada (m),2006-01-01,6,4,3,2,9,6,15
POJO (CBBA),desnutricion global,desnutricion moderada (m),2006-01-01,1,2,1,3,2,5,7
POOPO,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,0,1,1,2
PORCO,desnutricion global,desnutricion moderada (m),2006-01-01,3,0,3,2,6,2,8
POROMA,desnutricion global,desnutricion moderada (m),2006-01-01,10,7,8,8,18,15,33
PORONGO,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,0,1,1,2
PORTACHUELO,desnutricion global,desnutricion moderada (m),2006-01-01,2,3,1,2,3,5,8
PORVENIR,desnutricion global,desnutricion moderada (m),2006-01-01,1,0,0,0,1,0,1
POSTRER VALLE,desnutricion global,desnutricion moderada (m),2006-01-01,0,2,1,0,1,2,3
POTOSI,desnutricion global,desnutricion moderada (m),2006-01-01,83,58,28,22,111,80,191
PRESTO,desnutricion global,desnutricion moderada (m),2006-01-01,15,10,15,13,30,23,53
PUCARANI,desnutricion global,desnutricion moderada (m),2006-01-01,2,5,1,1,3,6,9
PUERTO ACOSTA,desnutricion global,desnutricion moderada (m),2006-01-01,4,1,0,0,4,1,5
PUERTO CARABUCO,desnutricion global,desnutricion moderada (m),2006-01-01,3,4,2,4,5,8,13
PUERTO GONZALO MORENO,desnutricion global,desnutricion moderada (m),2006-01-01,2,0,1,3,3,3,6
PUERTO QUIJARRO,desnutricion global,desnutricion moderada (m),2006-01-01,0,2,0,1,0,3,3
PUERTO RICO,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,2,2,3,3,6
PUERTO SUAREZ,desnutricion global,desnutricion moderada (m),2006-01-01,5,2,2,4,7,6,13
PUERTO VILLARROEL,desnutricion global,desnutricion moderada (m),2006-01-01,23,36,12,17,35,53,88
PUNA,desnutricion global,desnutricion moderada (m),2006-01-01,20,17,19,24,39,41,80
PUNATA,desnutricion global,desnutricion moderada (m),2006-01-01,4,5,3,1,7,6,13
QUILLACOLLO,desnutricion global,desnutricion moderada (m),2006-01-01,14,8,10,16,24,24,48
QUIME,desnutricion global,desnutricion moderada (m),2006-01-01,3,7,3,5,6,12,18
RAVELO,desnutricion global,desnutricion moderada (m),2006-01-01,23,15,17,16,40,31,71
REYES,desnutricion global,desnutricion moderada (m),2006-01-01,4,4,1,1,5,5,10
RIBERALTA,desnutricion global,desnutricion moderada (m),2006-01-01,45,56,23,23,68,79,147
ROBORE,desnutricion global,desnutricion moderada (m),2006-01-01,4,3,1,4,5,7,12
RURRENABAQUE,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,0,1,1,2
SABAYA,desnutricion global,desnutricion moderada (m),2006-01-01,1,0,0,0,1,0,1
SACABA,desnutricion global,desnutricion moderada (m),2006-01-01,25,23,12,19,37,42,79
SACABAMBA,desnutricion global,desnutricion moderada (m),2006-01-01,6,5,1,4,7,9,16
SACACA,desnutricion global,desnutricion moderada (m),2006-01-01,19,18,34,17,53,35,88
SAIPINA,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,1,1,2,2,4
SALINAS DE GARCI MENDOZA,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,1,0,3,1,4
SAMAIPATA,desnutricion global,desnutricion moderada (m),2006-01-01,0,1,1,1,1,2,3
SAN ANDRES,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,1,4,3,5,8
SAN ANDRES DE MACHACA,desnutricion global,desnutricion moderada (m),2006-01-01,1,0,1,0,2,0,2
SAN ANTONIO DE ESMORUCO,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,1,0,1,0,1
SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion moderada (m),2006-01-01,5,4,4,7,9,11,20
SAN BENITO,desnutricion global,desnutricion moderada (m),2006-01-01,4,2,3,4,7,6,13
SAN BORJA,desnutricion global,desnutricion moderada (m),2006-01-01,11,6,7,8,18,14,32
SAN BUENA VENTURA,desnutricion global,desnutricion moderada (m),2006-01-01,3,1,1,0,4,1,5
SAN CARLOS,desnutricion global,desnutricion moderada (m),2006-01-01,1,5,2,2,3,7,10
SAN IGNACIO,desnutricion global,desnutricion moderada (m),2006-01-01,6,3,3,6,9,9,18
SAN IGNACIO DE VELASCO,desnutricion global,desnutricion moderada (m),2006-01-01,29,38,20,25,49,63,112
SAN JAVIER(BNI),desnutricion global,desnutricion moderada (m),2006-01-01,0,1,1,0,1,1,2
SAN JOAQUIN,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion moderada (m),2006-01-01,5,3,3,7,8,10,18
SAN JUAN DE YAPACANI,desnutricion global,desnutricion moderada (m),2006-01-01,1,2,0,0,1,2,3
SAN JULIAN,desnutricion global,desnutricion moderada (m),2006-01-01,0,3,0,2,0,5,5
SAN LORENZO(PND),desnutricion global,desnutricion moderada (m),2006-01-01,0,3,0,0,0,3,3
SAN LORENZO(TJA),desnutricion global,desnutricion moderada (m),2006-01-01,7,4,3,10,10,14,24
SAN LUCAS,desnutricion global,desnutricion moderada (m),2006-01-01,48,50,33,62,81,112,193
SAN MATIAS,desnutricion global,desnutricion moderada (m),2006-01-01,2,3,2,1,4,4,8
SAN MIGUEL DE VELASCO,desnutricion global,desnutricion moderada (m),2006-01-01,2,3,4,1,6,4,10
SAN PABLO DE LIPEZ,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,1,0,1,0,1
SAN PEDRO,desnutricion global,desnutricion moderada (m),2006-01-01,1,2,0,2,1,4,5
SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion moderada (m),2006-01-01,11,11,14,12,25,23,48
SAN PEDRO DE CURAHUARA,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,desnutricion global,desnutricion moderada (m),2006-01-01,3,0,0,0,3,0,3
SAN PEDRO(PND),desnutricion global,desnutricion moderada (m),2006-01-01,2,0,1,0,3,0,3
SAN RAFAEL,desnutricion global,desnutricion moderada (m),2006-01-01,1,8,6,5,7,13,20
SANTA ANA,desnutricion global,desnutricion moderada (m),2006-01-01,2,3,0,1,2,4,6
SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion moderada (m),2006-01-01,92,96,45,52,137,148,285
SANTA ROSA,desnutricion global,desnutricion moderada (m),2006-01-01,4,12,0,2,4,14,18
SANTA ROSA DEL SARA,desnutricion global,desnutricion moderada (m),2006-01-01,4,5,2,3,6,8,14
SANTIAGO DE CALLAPA,desnutricion global,desnutricion moderada (m),2006-01-01,3,5,6,4,9,9,18
SANTIAGO DE HUARI,desnutricion global,desnutricion moderada (m),2006-01-01,1,2,1,0,2,2,4
SANTIAGO DE MACHACA,desnutricion global,desnutricion moderada (m),2006-01-01,1,0,0,1,1,1,2
SANTIVAÑES,desnutricion global,desnutricion moderada (m),2006-01-01,4,6,3,0,7,6,13
SANTUARIO DE QUILLACAS,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,1,1,2,3
SAPAHAQUI,desnutricion global,desnutricion moderada (m),2006-01-01,3,3,5,2,8,5,13
SENA,desnutricion global,desnutricion moderada (m),2006-01-01,0,3,1,3,1,6,7
SICA SICA (VILLA AROMA),desnutricion global,desnutricion moderada (m),2006-01-01,11,7,9,3,20,10,30
SICAYA,desnutricion global,desnutricion moderada (m),2006-01-01,6,1,4,8,10,9,19
SIPE SIPE,desnutricion global,desnutricion moderada (m),2006-01-01,17,16,5,12,22,28,50
SOPACHUY,desnutricion global,desnutricion moderada (m),2006-01-01,4,15,4,20,8,35,43
SORACACHI,desnutricion global,desnutricion moderada (m),2006-01-01,2,2,2,1,4,3,7
SORATA,desnutricion global,desnutricion moderada (m),2006-01-01,1,2,0,2,1,4,5
SUCRE,desnutricion global,desnutricion moderada (m),2006-01-01,39,33,26,35,65,68,133
TACOBAMBA,desnutricion global,desnutricion moderada (m),2006-01-01,6,5,12,3,18,8,26
TACOPAYA,desnutricion global,desnutricion moderada (m),2006-01-01,8,11,6,9,14,20,34
TAPACARI,desnutricion global,desnutricion moderada (m),2006-01-01,10,18,8,11,18,29,47
TARABUCO,desnutricion global,desnutricion moderada (m),2006-01-01,53,37,43,67,96,104,200
TARATA,desnutricion global,desnutricion moderada (m),2006-01-01,1,1,2,2,3,3,6
TARIJA,desnutricion global,desnutricion moderada (m),2006-01-01,20,32,17,10,37,42,79
TARVITA,desnutricion global,desnutricion moderada (m),2006-01-01,6,14,12,26,18,40,58
TEOPONTE,desnutricion global,desnutricion moderada (m),2006-01-01,1,4,2,3,3,7,10
TIAWANACU,desnutricion global,desnutricion moderada (m),2006-01-01,0,1,0,0,0,1,1
TINGUIPAYA,desnutricion global,desnutricion moderada (m),2006-01-01,20,14,15,19,35,33,68
TIPUANI,desnutricion global,desnutricion moderada (m),2006-01-01,2,6,2,2,4,8,12
TIQUIPAYA,desnutricion global,desnutricion moderada (m),2006-01-01,4,7,0,2,4,9,13
TIRAQUE (CBBA),desnutricion global,desnutricion moderada (m),2006-01-01,21,14,12,8,33,22,55
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,desnutricion moderada (m),2006-01-01,0,1,0,0,0,1,1
TOCO,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,1,0,1,0,1
TOLATA,desnutricion global,desnutricion moderada (m),2006-01-01,0,1,0,0,0,1,1
TOMAVE,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,2,2,2,2,4
TOMINA,desnutricion global,desnutricion moderada (m),2006-01-01,13,13,7,10,20,23,43
TORO TORO,desnutricion global,desnutricion moderada (m),2006-01-01,15,18,10,17,25,35,60
TOTORA(CBBA),desnutricion global,desnutricion moderada (m),2006-01-01,3,0,0,1,3,1,4
TOTORA(ORR),desnutricion global,desnutricion moderada (m),2006-01-01,1,1,0,0,1,1,2
TRINIDAD,desnutricion global,desnutricion moderada (m),2006-01-01,35,13,13,11,48,24,72
TUPIZA,desnutricion global,desnutricion moderada (m),2006-01-01,13,5,12,12,25,17,42
TURCO,desnutricion global,desnutricion moderada (m),2006-01-01,0,1,1,0,1,1,2
UMALA,desnutricion global,desnutricion moderada (m),2006-01-01,5,1,0,1,5,2,7
UNCIA,desnutricion global,desnutricion moderada (m),2006-01-01,6,0,3,4,9,4,13
URIONDO (A. CONCEPCION),desnutricion global,desnutricion moderada (m),2006-01-01,4,3,3,4,7,7,14
UYUNI,desnutricion global,desnutricion moderada (m),2006-01-01,2,2,0,1,2,3,5
VACAS,desnutricion global,desnutricion moderada (m),2006-01-01,1,2,1,2,2,4,6
VALLEGRANDE,desnutricion global,desnutricion moderada (m),2006-01-01,5,1,0,5,5,6,11
VIACHA,desnutricion global,desnutricion moderada (m),2006-01-01,5,6,2,7,7,13,20
VILA VILA,desnutricion global,desnutricion moderada (m),2006-01-01,2,2,0,0,2,2,4
VILLA MONTES,desnutricion global,desnutricion moderada (m),2006-01-01,5,4,8,6,13,10,23
VILLA NUEVA (LOMA ALTA),desnutricion global,desnutricion moderada (m),2006-01-01,0,1,0,0,0,1,1
VILLA RIVERO,desnutricion global,desnutricion moderada (m),2006-01-01,2,2,0,1,2,3,5
VILLA SERRANO,desnutricion global,desnutricion moderada (m),2006-01-01,12,13,10,17,22,30,52
VILLA TUNARI,desnutricion global,desnutricion moderada (m),2006-01-01,14,16,13,15,27,31,58
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion global,desnutricion moderada (m),2006-01-01,3,2,6,2,9,4,13
VILLAZON,desnutricion global,desnutricion moderada (m),2006-01-01,21,14,7,7,28,21,49
VINTO,desnutricion global,desnutricion moderada (m),2006-01-01,2,1,0,1,2,2,4
VITICHI,desnutricion global,desnutricion moderada (m),2006-01-01,15,10,8,17,23,27,50
WALDO BALLIVIAN,desnutricion global,desnutricion moderada (m),2006-01-01,0,0,0,1,0,1,1
WARNES,desnutricion global,desnutricion moderada (m),2006-01-01,13,13,4,8,17,21,38
YACO,desnutricion global,desnutricion moderada (m),2006-01-01,3,5,1,4,4,9,13
YACUIBA,desnutricion global,desnutricion moderada (m),2006-01-01,6,6,1,3,7,9,16
YAMPARAEZ,desnutricion global,desnutricion moderada (m),2006-01-01,16,14,11,11,27,25,52
YAPACANI,desnutricion global,desnutricion moderada (m),2006-01-01,13,18,6,10,19,28,47
YOCALLA,desnutricion global,desnutricion moderada (m),2006-01-01,2,0,1,1,3,1,4
YOTALA,desnutricion global,desnutricion moderada (m),2006-01-01,6,4,2,9,8,13,21
YUNCHARA,desnutricion global,desnutricion moderada (m),2006-01-01,7,6,8,3,15,9,24
ZUDAÑEZ,desnutricion global,desnutricion moderada (m),2006-01-01,13,9,10,15,23,24,47
ACACIO,desnutricion global,desnutricion moderada (m),2006-02-01,3,9,8,6,11,15,26
ACHACACHI,desnutricion global,desnutricion moderada (m),2006-02-01,4,9,4,4,8,13,21
ACHOCALLA,desnutricion global,desnutricion moderada (m),2006-02-01,1,0,0,0,1,0,1
AIQUILE,desnutricion global,desnutricion moderada (m),2006-02-01,5,3,2,10,7,13,20
